"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.041180974E1,7.856093347E-3,1.238333434E-2,2.263620263E-3
1.041381833E1,7.856093347E-3,1.131810062E-2,-9.320789250E-4
1.041582692E1,8.921326138E-3,8.122402243E-3,-9.320789250E-4
1.041783552E1,6.790860556E-3,8.122402243E-3,-9.320789250E-4
1.041984411E1,5.725627299E-3,7.057168987E-3,-1.997311832E-3
1.042185271E1,6.790860556E-3,5.991935730E-3,-4.127778113E-3
1.042386130E1,5.725627299E-3,7.057168987E-3,-6.258244161E-3
1.042586989E1,5.725627299E-3,3.861469682E-3,-8.388710208E-3
1.042787849E1,3.595161485E-3,4.926702939E-3,-7.323476952E-3
1.042988708E1,3.595161485E-3,5.991935730E-3,-9.453942999E-3
1.043189567E1,3.595161485E-3,5.991935730E-3,-1.051917579E-2
1.043390427E1,2.529928461E-3,5.991935730E-3,-1.158440951E-2
1.043591286E1,1.464695437E-3,8.122402243E-3,-1.051917579E-2
1.043792146E1,-6.657706108E-4,1.238333434E-2,-9.453942999E-3
1.043993005E1,-3.861469682E-3,2.410089783E-2,-1.051917579E-2
1.044193864E1,-5.991935730E-3,3.155753016E-2,-8.388710208E-3
1.044394724E1,-7.057168987E-3,3.155753016E-2,-8.388710208E-3
1.044595583E1,-7.057168987E-3,2.942706272E-2,-6.258244161E-3
1.044796442E1,-1.238333434E-2,2.836182900E-2,-6.258244161E-3
1.044997302E1,-1.131810062E-2,2.410089783E-2,-4.127778113E-3
1.045198161E1,-1.344856713E-2,2.410089783E-2,-4.127778113E-3
1.045399020E1,-1.451379992E-2,2.623136342E-2,-3.062544856E-3
1.045599880E1,-1.451379992E-2,2.623136342E-2,-9.320789250E-4
1.045800739E1,-1.557903271E-2,2.623136342E-2,-9.320789250E-4
1.046001599E1,-1.557903271E-2,2.303566411E-2,2.263620263E-3
1.046202458E1,-1.770949923E-2,2.303566411E-2,1.198387123E-3
1.046403317E1,-1.557903271E-2,2.410089783E-2,4.394086078E-3
1.046604177E1,-1.664426550E-2,2.516612969E-2,5.459319334E-3
1.046805036E1,-1.877473295E-2,2.516612969E-2,8.655018173E-3
1.047005896E1,-1.770949923E-2,2.516612969E-2,7.589785382E-3
1.047206755E1,-1.983996481E-2,2.410089783E-2,9.720250964E-3
1.047407614E1,-1.983996481E-2,2.303566411E-2,9.720250964E-3
1.047608474E1,-1.983996481E-2,2.197043039E-2,1.078548469E-2
1.047809333E1,-1.983996481E-2,2.090519853E-2,1.185071748E-2
1.048010192E1,-2.197043039E-2,2.090519853E-2,1.078548469E-2
1.048211052E1,-2.090519853E-2,1.983996481E-2,9.720250964E-3
1.048411911E1,-2.197043039E-2,2.090519853E-2,9.720250964E-3
1.048612771E1,-2.090519853E-2,1.983996481E-2,6.524552125E-3
1.048813630E1,-2.197043039E-2,1.877473295E-2,5.459319334E-3
1.049014489E1,-2.197043039E-2,1.877473295E-2,2.263620263E-3
1.049215349E1,-1.983996481E-2,1.770949923E-2,2.263620263E-3
1.049416208E1,-2.090519853E-2,1.877473295E-2,1.198387123E-3
1.049617067E1,-1.877473295E-2,1.770949923E-2,-9.320789250E-4
1.049817927E1,-1.877473295E-2,1.664426550E-2,-9.320789250E-4
1.050018786E1,-1.557903271E-2,1.238333434E-2,-1.997311832E-3
1.050219646E1,-1.557903271E-2,1.451379992E-2,-3.062544856E-3
1.050420505E1,-1.344856713E-2,1.131810062E-2,-4.127778113E-3
1.050621364E1,-1.131810062E-2,9.187635034E-3,-5.193010904E-3
1.050822224E1,-9.187635034E-3,8.122402243E-3,-4.127778113E-3
1.051023083E1,-5.991935730E-3,5.991935730E-3,-5.193010904E-3
1.051223942E1,-2.796236658E-3,4.926702939E-3,-6.258244161E-3
1.051424802E1,-2.796236658E-3,3.861469682E-3,-6.258244161E-3
1.051625661E1,2.529928461E-3,3.861469682E-3,-7.323476952E-3
1.051826520E1,4.660394508E-3,3.861469682E-3,-7.323476952E-3
1.052027380E1,4.660394508E-3,3.861469682E-3,-8.388710208E-3
1.052228239E1,6.790860556E-3,3.861469682E-3,-7.323476952E-3
1.052429093E1,9.986559860E-3,2.796236658E-3,-9.453942999E-3
1.052629948E1,1.105179265E-2,5.991935730E-3,-8.388710208E-3
1.052830802E1,9.986559860E-3,4.926702939E-3,-8.388710208E-3
1.053031656E1,8.921326138E-3,5.991935730E-3,-9.453942999E-3
1.053232510E1,8.921326138E-3,9.187635034E-3,-1.051917579E-2
1.053433364E1,7.856093347E-3,1.131810062E-2,-7.323476952E-3
1.053634218E1,7.856093347E-3,1.451379992E-2,-8.388710208E-3
1.053835073E1,5.725627299E-3,1.451379992E-2,-8.388710208E-3
1.054035927E1,2.529928461E-3,1.451379992E-2,-6.258244161E-3
1.054236781E1,2.529928461E-3,1.557903271E-2,-8.388710208E-3
1.054437635E1,3.994623839E-4,1.451379992E-2,-8.388710208E-3
1.054638489E1,3.994623839E-4,1.344856713E-2,-7.323476952E-3
1.054839343E1,-6.657706108E-4,1.025286783E-2,-8.388710208E-3
1.055040198E1,-2.796236658E-3,1.238333434E-2,-8.388710208E-3
1.055241052E1,-4.926702939E-3,1.131810062E-2,-7.323476952E-3
1.055441906E1,-3.861469682E-3,1.025286783E-2,-7.323476952E-3
1.055642760E1,-9.187635034E-3,1.025286783E-2,-7.323476952E-3
1.055843614E1,-8.122402243E-3,1.025286783E-2,-7.323476952E-3
1.056044468E1,-9.187635034E-3,8.122402243E-3,-7.323476952E-3
1.056245323E1,-1.131810062E-2,8.122402243E-3,-6.258244161E-3
1.056446177E1,-1.131810062E-2,5.991935730E-3,-6.258244161E-3
1.056647031E1,-1.238333434E-2,7.057168987E-3,-4.127778113E-3
1.056847885E1,-1.238333434E-2,4.926702939E-3,-3.062544856E-3
1.057048739E1,-1.344856713E-2,7.057168987E-3,-1.997311832E-3
1.057249593E1,-1.131810062E-2,4.926702939E-3,-1.997311832E-3
1.057450448E1,-1.131810062E-2,3.861469682E-3,-1.997311832E-3
1.057651302E1,-1.025286783E-2,3.861469682E-3,1.331541280E-4
1.057852156E1,-1.025286783E-2,6.657706108E-4,1.198387123E-3
1.058053010E1,-1.025286783E-2,6.657706108E-4,2.263620263E-3
1.058253864E1,-5.991935730E-3,1.731003635E-3,3.328853287E-3
1.058454718E1,-4.926702939E-3,6.657706108E-4,4.394086078E-3
1.058655573E1,-2.796236658E-3,1.731003635E-3,4.394086078E-3
1.058856427E1,-3.861469682E-3,6.657706108E-4,4.394086078E-3
1.059057281E1,-1.731003635E-3,-3.994623839E-4,5.459319334E-3
1.059258135E1,1.464695437E-3,-3.994623839E-4,4.394086078E-3
1.059458989E1,3.994623839E-4,-3.994623839E-4,3.328853287E-3
1.059659843E1,2.529928461E-3,-2.529928461E-3,3.328853287E-3
1.059860703E1,3.595161485E-3,-2.529928461E-3,1.198387123E-3
1.060061562E1,7.856093347E-3,-1.464695437E-3,1.198387123E-3
1.060262422E1,5.725627299E-3,-2.529928461E-3,-9.320789250E-4
1.060463281E1,9.986559860E-3,-3.595161485E-3,-4.127778113E-3
1.060664140E1,9.986559860E-3,-2.529928461E-3,-4.127778113E-3
1.060865000E1,1.105179265E-2,-1.464695437E-3,-6.258244161E-3
1.061065859E1,1.318225823E-2,-3.595161485E-3,-8.388710208E-3
1.061266718E1,1.318225823E-2,-3.595161485E-3,-9.453942999E-3
1.061467578E1,1.637795754E-2,-3.595161485E-3,-8.388710208E-3
1.061668437E1,1.957365684E-2,-5.725627299E-3,-1.264964230E-2
1.061869297E1,2.063889056E-2,-4.660394508E-3,-1.264964230E-2
1.062070156E1,2.276935615E-2,-3.595161485E-3,-1.264964230E-2
1.062271015E1,2.276935615E-2,-4.660394508E-3,-1.371487509E-2
1.062471875E1,2.489982173E-2,-2.529928461E-3,-1.264964230E-2
1.062672734E1,2.383458801E-2,-2.529928461E-3,-9.453942999E-3
1.062873593E1,2.489982173E-2,-3.994623839E-4,-9.453942999E-3
1.063074453E1,2.596505545E-2,6.657706108E-4,-8.388710208E-3
1.063275312E1,2.703028731E-2,-3.994623839E-4,-6.258244161E-3
1.063476172E1,2.703028731E-2,1.731003635E-3,-7.323476952E-3
1.063677031E1,2.809552103E-2,1.731003635E-3,-5.193010904E-3
1.063877890E1,2.809552103E-2,-3.994623839E-4,-3.062544856E-3
1.064078750E1,2.809552103E-2,6.657706108E-4,-3.062544856E-3
1.064279609E1,2.916075476E-2,6.657706108E-4,-3.062544856E-3
1.064480468E1,2.809552103E-2,-3.994623839E-4,-3.062544856E-3
1.064681328E1,2.916075476E-2,-3.994623839E-4,-5.193010904E-3
1.064882187E1,2.596505545E-2,6.657706108E-4,-9.453942999E-3
1.065083047E1,2.809552103E-2,1.731003635E-3,-8.388710208E-3
1.065283906E1,2.703028731E-2,6.657706108E-4,-1.051917579E-2
1.065484765E1,2.596505545E-2,6.657706108E-4,-1.158440951E-2
1.065685625E1,2.383458801E-2,1.731003635E-3,-1.264964230E-2
1.065886484E1,2.276935615E-2,6.657706108E-4,-1.478010789E-2
1.066087343E1,1.957365684E-2,6.657706108E-4,-1.584534161E-2
1.066288203E1,1.744319126E-2,1.731003635E-3,-1.584534161E-2
1.066489062E1,1.637795754E-2,1.731003635E-3,-1.478010789E-2
1.066689922E1,1.318225823E-2,2.796236658E-3,-1.584534161E-2
1.066890781E1,9.986559860E-3,7.057168987E-3,-1.478010789E-2
1.067091640E1,6.790860556E-3,1.344856713E-2,-1.371487509E-2
1.067292500E1,2.529928461E-3,2.090519853E-2,-1.264964230E-2
1.067493359E1,-6.657706108E-4,2.303566411E-2,-1.371487509E-2
1.067694218E1,-3.861469682E-3,1.983996481E-2,-1.051917579E-2
1.067895078E1,-4.926702939E-3,1.557903271E-2,-9.453942999E-3
1.068095937E1,-9.187635034E-3,1.131810062E-2,-9.453942999E-3
1.068296797E1,-1.131810062E-2,1.131810062E-2,-7.323476952E-3
1.068497656E1,-1.451379992E-2,1.025286783E-2,-9.453942999E-3
1.068698515E1,-1.451379992E-2,9.187635034E-3,-1.051917579E-2
1.068899375E1,-1.557903271E-2,9.187635034E-3,-1.051917579E-2
1.069100234E1,-1.877473295E-2,1.025286783E-2,-1.158440951E-2
1.069301093E1,-2.090519853E-2,9.187635034E-3,-1.371487509E-2
1.069501953E1,-2.303566411E-2,1.025286783E-2,-1.371487509E-2
1.069702812E1,-2.516612969E-2,8.122402243E-3,-1.584534161E-2
1.069903672E1,-2.729659714E-2,8.122402243E-3,-1.584534161E-2
1.070104531E1,-2.836182900E-2,7.057168987E-3,-1.797580719E-2
1.070305390E1,-3.155753016E-2,7.057168987E-3,-1.904104091E-2
1.070506250E1,-3.262276202E-2,8.122402243E-3,-1.904104091E-2
1.070707109E1,-3.688369319E-2,9.187635034E-3,-1.797580719E-2
1.070907968E1,-3.794892505E-2,8.122402243E-3,-1.904104091E-2
1.071108828E1,-4.007939249E-2,7.057168987E-3,-1.797580719E-2
1.071309687E1,-4.007939249E-2,7.057168987E-3,-1.797580719E-2
1.071510547E1,-4.327509180E-2,1.731003635E-3,-1.478010789E-2
1.071711406E1,-4.327509180E-2,2.796236658E-3,-1.371487509E-2
1.071912265E1,-4.434032366E-2,1.731003635E-3,-1.371487509E-2
1.072113125E1,-4.220985994E-2,1.731003635E-3,-1.158440951E-2
1.072313984E1,-4.114462435E-2,-3.994623839E-4,-1.051917579E-2
1.072514843E1,-4.220985994E-2,-3.994623839E-4,-6.258244161E-3
1.072715703E1,-3.794892505E-2,-1.464695437E-3,-4.127778113E-3
1.072916562E1,-3.794892505E-2,-3.994623839E-4,-1.997311832E-3
1.073117422E1,-3.581846133E-2,-2.529928461E-3,2.263620263E-3
1.073318281E1,-3.475322574E-2,-2.529928461E-3,4.394086078E-3
1.073519140E1,-3.155753016E-2,-2.529928461E-3,6.524552125E-3
1.073720000E1,-2.729659714E-2,-3.595161485E-3,7.589785382E-3
1.073920859E1,-2.836182900E-2,-3.595161485E-3,1.078548469E-2
1.074121718E1,-2.516612969E-2,-2.529928461E-3,1.291595027E-2
1.074322573E1,-2.303566411E-2,-2.529928461E-3,1.611164957E-2
1.074523427E1,-2.197043039E-2,-1.464695437E-3,1.611164957E-2
1.074724281E1,-1.983996481E-2,-1.464695437E-3,1.717688330E-2
1.074925135E1,-1.557903271E-2,-3.994623839E-4,1.824211515E-2
1.075125989E1,-1.451379992E-2,6.657706108E-4,1.824211515E-2
1.075326843E1,-1.131810062E-2,-3.994623839E-4,1.930734888E-2
1.075527698E1,-9.187635034E-3,1.731003635E-3,1.824211515E-2
1.075728552E1,-5.991935730E-3,-1.464695437E-3,1.824211515E-2
1.075929406E1,-4.926702939E-3,6.657706108E-4,1.930734888E-2
1.076130260E1,-6.657706108E-4,6.657706108E-4,1.930734888E-2
1.076331114E1,1.464695437E-3,-3.994623839E-4,1.611164957E-2
1.076531968E1,4.660394508E-3,-3.994623839E-4,1.398118306E-2
1.076732823E1,7.856093347E-3,6.657706108E-4,1.291595027E-2
1.076933677E1,8.921326138E-3,1.731003635E-3,1.078548469E-2
1.077134531E1,1.105179265E-2,6.657706108E-4,9.720250964E-3
1.077335385E1,1.531272475E-2,6.657706108E-4,7.589785382E-3
1.077536239E1,1.637795754E-2,2.796236658E-3,6.524552125E-3
1.077737093E1,1.744319126E-2,1.731003635E-3,5.459319334E-3
1.077937948E1,1.957365684E-2,6.657706108E-4,4.394086078E-3
1.078138802E1,1.957365684E-2,1.731003635E-3,4.394086078E-3
1.078339656E1,2.383458801E-2,2.796236658E-3,2.263620263E-3
1.078540510E1,2.276935615E-2,3.861469682E-3,2.263620263E-3
1.078741364E1,2.170412242E-2,3.861469682E-3,1.198387123E-3
1.078942218E1,2.383458801E-2,2.796236658E-3,-9.320789250E-4
1.079143073E1,2.383458801E-2,4.926702939E-3,1.331541280E-4
1.079343927E1,2.276935615E-2,2.796236658E-3,-9.320789250E-4
1.079544781E1,2.170412242E-2,4.926702939E-3,-3.062544856E-3
1.079745635E1,2.170412242E-2,4.926702939E-3,-4.127778113E-3
1.079946489E1,1.957365684E-2,2.796236658E-3,-6.258244161E-3
1.080147343E1,1.957365684E-2,3.861469682E-3,-6.258244161E-3
1.080348198E1,1.637795754E-2,1.731003635E-3,-7.323476952E-3
1.080549052E1,1.531272475E-2,2.796236658E-3,-1.051917579E-2
1.080749906E1,1.211702544E-2,1.731003635E-3,-1.051917579E-2
1.080950760E1,1.318225823E-2,6.657706108E-4,-1.051917579E-2
1.081151614E1,9.986559860E-3,6.657706108E-4,-1.264964230E-2
1.081352468E1,7.856093347E-3,6.657706108E-4,-1.264964230E-2
1.081553323E1,4.660394508E-3,6.657706108E-4,-1.264964230E-2
1.081754182E1,1.464695437E-3,6.657706108E-4,-1.371487509E-2
1.081955041E1,-1.731003635E-3,-3.994623839E-4,-1.158440951E-2
1.082155901E1,-3.861469682E-3,-3.994623839E-4,-1.158440951E-2
1.082356760E1,-5.991935730E-3,-1.464695437E-3,-1.051917579E-2
1.082557620E1,-9.187635034E-3,-3.994623839E-4,-8.388710208E-3
1.082758479E1,-1.131810062E-2,-2.529928461E-3,-7.323476952E-3
1.082959338E1,-1.238333434E-2,-2.529928461E-3,-7.323476952E-3
1.083160198E1,-1.557903271E-2,6.657706108E-4,-5.193010904E-3
1.083361057E1,-1.664426550E-2,-3.994623839E-4,-3.062544856E-3
1.083561916E1,-1.983996481E-2,-1.464695437E-3,-1.997311832E-3
1.083762776E1,-1.983996481E-2,1.731003635E-3,1.198387123E-3
1.083963635E1,-1.877473295E-2,6.657706108E-4,2.263620263E-3
1.084164494E1,-1.877473295E-2,6.657706108E-4,6.524552125E-3
1.084365354E1,-1.877473295E-2,-3.994623839E-4,5.459319334E-3
1.084566213E1,-1.877473295E-2,-1.464695437E-3,6.524552125E-3
1.084767073E1,-1.983996481E-2,-3.994623839E-4,6.524552125E-3
1.084967932E1,-1.983996481E-2,-3.994623839E-4,6.524552125E-3
1.085168791E1,-1.557903271E-2,1.731003635E-3,7.589785382E-3
1.085369651E1,-1.664426550E-2,2.796236658E-3,7.589785382E-3
1.085570510E1,-1.770949923E-2,6.657706108E-4,8.655018173E-3
1.085771370E1,-1.557903271E-2,6.657706108E-4,6.524552125E-3
1.085972229E1,-1.451379992E-2,-3.994623839E-4,5.459319334E-3
1.086173088E1,-1.238333434E-2,6.657706108E-4,4.394086078E-3
1.086373948E1,-1.238333434E-2,-2.529928461E-3,3.328853287E-3
1.086574807E1,-9.187635034E-3,-1.464695437E-3,2.263620263E-3
1.086775666E1,-8.122402243E-3,-1.464695437E-3,2.263620263E-3
1.086976526E1,-8.122402243E-3,-3.994623839E-4,1.198387123E-3
1.087177385E1,-7.057168987E-3,6.657706108E-4,1.331541280E-4
1.087378244E1,-4.926702939E-3,-3.994623839E-4,-1.997311832E-3
1.087579104E1,-3.861469682E-3,-1.464695437E-3,-3.062544856E-3
1.087779963E1,-2.796236658E-3,-3.994623839E-4,-3.062544856E-3
1.087980823E1,-2.796236658E-3,-3.994623839E-4,-3.062544856E-3
1.088181682E1,1.464695437E-3,-3.994623839E-4,-4.127778113E-3
1.088382541E1,-1.731003635E-3,6.657706108E-4,-4.127778113E-3
1.088583401E1,-6.657706108E-4,6.657706108E-4,-4.127778113E-3
1.088784260E1,1.464695437E-3,2.796236658E-3,-4.127778113E-3
1.088985120E1,3.994623839E-4,-3.994623839E-4,-7.323476952E-3
1.089185979E1,3.994623839E-4,-3.994623839E-4,-8.388710208E-3
1.089386838E1,2.529928461E-3,-3.994623839E-4,-7.323476952E-3
1.089587698E1,2.529928461E-3,1.731003635E-3,-7.323476952E-3
1.089788557E1,2.529928461E-3,1.731003635E-3,-8.388710208E-3
1.089989416E1,2.529928461E-3,-1.464695437E-3,-6.258244161E-3
1.090190276E1,1.464695437E-3,1.731003635E-3,-8.388710208E-3
1.090391135E1,-6.657706108E-4,6.657706108E-4,-8.388710208E-3
1.090591994E1,1.464695437E-3,1.731003635E-3,-7.323476952E-3
1.090792854E1,-1.731003635E-3,6.657706108E-4,-7.323476952E-3
1.090993713E1,-3.861469682E-3,6.657706108E-4,-7.323476952E-3
1.091194573E1,-2.796236658E-3,-2.529928461E-3,-7.323476952E-3
1.091395432E1,-4.926702939E-3,-3.994623839E-4,-5.193010904E-3
1.091596291E1,-8.122402243E-3,-2.529928461E-3,-4.127778113E-3
1.091797151E1,-7.057168987E-3,6.657706108E-4,-3.062544856E-3
1.091998010E1,-1.131810062E-2,-3.994623839E-4,-1.997311832E-3
1.092198870E1,-1.131810062E-2,-3.994623839E-4,1.331541280E-4
1.092399729E1,-1.238333434E-2,-2.529928461E-3,2.263620263E-3
1.092600588E1,-1.344856713E-2,-2.529928461E-3,3.328853287E-3
1.092801448E1,-1.451379992E-2,-3.994623839E-4,6.524552125E-3
1.093002307E1,-1.557903271E-2,-3.994623839E-4,6.524552125E-3
1.093203166E1,-1.557903271E-2,-3.994623839E-4,7.589785382E-3
1.093404026E1,-1.664426550E-2,-2.529928461E-3,9.720250964E-3
1.093604885E1,-1.877473295E-2,-1.464695437E-3,1.078548469E-2
1.093805744E1,-1.557903271E-2,6.657706108E-4,9.720250964E-3
1.094006604E1,-1.664426550E-2,-1.464695437E-3,1.078548469E-2
1.094207463E1,-1.451379992E-2,-3.994623839E-4,1.078548469E-2
1.094408323E1,-1.557903271E-2,-2.529928461E-3,1.078548469E-2
1.094609182E1,-1.451379992E-2,-3.994623839E-4,9.720250964E-3
1.094810041E1,-1.557903271E-2,-3.994623839E-4,8.655018173E-3
1.095010901E1,-1.451379992E-2,-3.994623839E-4,9.720250964E-3
1.095211760E1,-1.451379992E-2,6.657706108E-4,8.655018173E-3
1.095412620E1,-1.557903271E-2,2.796236658E-3,8.655018173E-3
1.095613479E1,-1.344856713E-2,1.731003635E-3,7.589785382E-3
1.095814338E1,-1.344856713E-2,6.657706108E-4,5.459319334E-3
1.096015192E1,-1.344856713E-2,6.657706108E-4,3.328853287E-3
1.096216047E1,-1.451379992E-2,6.657706108E-4,2.263620263E-3
1.096416901E1,-1.344856713E-2,-1.464695437E-3,-1.997311832E-3
1.096617755E1,-1.131810062E-2,-3.994623839E-4,-9.320789250E-4
1.096818609E1,-1.131810062E-2,6.657706108E-4,-3.062544856E-3
1.097019463E1,-1.025286783E-2,-3.994623839E-4,-6.258244161E-3
1.097220317E1,-1.025286783E-2,-2.529928461E-3,-8.388710208E-3
1.097421172E1,-7.057168987E-3,-3.994623839E-4,-7.323476952E-3
1.097622026E1,-5.991935730E-3,-3.994623839E-4,-9.453942999E-3
1.097822515E1,-5.991935730E-3,-1.464695437E-3,-1.051917579E-2
1.098023005E1,-3.861469682E-3,-1.464695437E-3,-1.051917579E-2
1.098223536E1,-2.796236658E-3,-1.464695437E-3,-9.453942999E-3
1.098424120E1,-2.796236658E-3,-3.994623839E-4,-8.388710208E-3
1.098624724E1,-1.731003635E-3,-1.464695437E-3,-8.388710208E-3
1.098825328E1,-6.657706108E-4,-2.529928461E-3,-6.258244161E-3
1.099026015E1,-6.657706108E-4,-1.464695437E-3,-3.062544856E-3
1.099226823E1,3.994623839E-4,-2.529928461E-3,-3.062544856E-3
1.099427713E1,1.464695437E-3,-3.595161485E-3,-9.320789250E-4
1.099628682E1,3.994623839E-4,-1.464695437E-3,1.331541280E-4
1.099829724E1,1.464695437E-3,-2.529928461E-3,1.331541280E-4
1.100030828E1,3.994623839E-4,-3.595161485E-3,2.263620263E-3
1.100231979E1,3.994623839E-4,-3.994623839E-4,3.328853287E-3
1.100433166E1,3.994623839E-4,-2.529928461E-3,7.589785382E-3
1.100634375E1,3.994623839E-4,-3.994623839E-4,9.720250964E-3
1.100835651E1,3.994623839E-4,-3.994623839E-4,1.185071748E-2
1.101036635E1,-6.657706108E-4,6.657706108E-4,1.398118306E-2
1.101237489E1,1.464695437E-3,1.731003635E-3,1.398118306E-2
1.101438343E1,1.464695437E-3,1.731003635E-3,1.717688330E-2
1.101639198E1,-6.657706108E-4,6.657706108E-4,1.824211515E-2
1.101840052E1,-2.796236658E-3,6.657706108E-4,1.930734888E-2
1.102040906E1,-3.861469682E-3,-3.994623839E-4,2.037258074E-2
1.102241760E1,-3.861469682E-3,-3.994623839E-4,1.930734888E-2
1.102442614E1,-5.991935730E-3,1.731003635E-3,1.824211515E-2
1.102643468E1,-7.057168987E-3,1.731003635E-3,1.930734888E-2
1.102844323E1,-8.122402243E-3,6.657706108E-4,1.824211515E-2
1.103045177E1,-9.187635034E-3,1.731003635E-3,1.930734888E-2
1.103246031E1,-1.131810062E-2,6.657706108E-4,1.824211515E-2
1.103446885E1,-1.238333434E-2,6.657706108E-4,1.717688330E-2
1.103647739E1,-1.344856713E-2,6.657706108E-4,1.824211515E-2
1.103848593E1,-1.451379992E-2,1.731003635E-3,1.611164957E-2
1.104049448E1,-1.557903271E-2,1.731003635E-3,1.504641678E-2
1.104250302E1,-1.877473295E-2,6.657706108E-4,1.504641678E-2
1.104451156E1,-1.877473295E-2,6.657706108E-4,1.504641678E-2
1.104652010E1,-2.090519853E-2,-3.994623839E-4,1.398118306E-2
1.104852864E1,-2.410089783E-2,-3.994623839E-4,1.185071748E-2
1.105053718E1,-2.623136342E-2,6.657706108E-4,1.291595027E-2
1.105254573E1,-2.729659714E-2,1.731003635E-3,1.185071748E-2
1.105455427E1,-2.942706272E-2,6.657706108E-4,1.291595027E-2
1.105656281E1,-3.049229458E-2,2.796236658E-3,1.185071748E-2
1.105857135E1,-3.262276202E-2,-1.464695437E-3,1.078548469E-2
1.106057989E1,-3.262276202E-2,-3.994623839E-4,1.078548469E-2
1.106258843E1,-3.368799388E-2,-2.529928461E-3,9.720250964E-3
1.106459698E1,-3.581846133E-2,-1.464695437E-3,9.720250964E-3
1.106660552E1,-3.475322574E-2,-3.595161485E-3,9.720250964E-3
1.106861406E1,-3.581846133E-2,-4.660394508E-3,8.655018173E-3
1.107062260E1,-3.581846133E-2,-4.660394508E-3,7.589785382E-3
1.107263114E1,-3.901416063E-2,-2.529928461E-3,6.524552125E-3
1.107463968E1,-3.794892505E-2,-2.529928461E-3,7.589785382E-3
1.107664823E1,-3.794892505E-2,-1.464695437E-3,7.589785382E-3
1.107865677E1,-3.901416063E-2,-2.529928461E-3,6.524552125E-3
1.108066531E1,-4.007939249E-2,-3.994623839E-4,6.524552125E-3
1.108267385E1,-4.220985994E-2,1.731003635E-3,5.459319334E-3
1.108468239E1,-4.114462435E-2,-1.464695437E-3,5.459319334E-3
1.108669099E1,-4.114462435E-2,6.657706108E-4,4.394086078E-3
1.108869958E1,-4.114462435E-2,6.657706108E-4,3.328853287E-3
1.109070817E1,-4.114462435E-2,-3.994623839E-4,1.198387123E-3
1.109271677E1,-4.220985994E-2,-3.994623839E-4,1.331541280E-4
1.109472536E1,-4.007939249E-2,-3.994623839E-4,-1.997311832E-3
1.109673396E1,-4.007939249E-2,6.657706108E-4,-3.062544856E-3
1.109874255E1,-3.901416063E-2,-1.464695437E-3,-3.062544856E-3
1.110075114E1,-3.688369319E-2,-1.464695437E-3,-5.193010904E-3
1.110275974E1,-3.475322574E-2,-1.464695437E-3,-5.193010904E-3
1.110476833E1,-3.155753016E-2,-3.994623839E-4,-7.323476952E-3
1.110677692E1,-3.049229458E-2,6.657706108E-4,-5.193010904E-3
1.110878552E1,-2.623136342E-2,6.657706108E-4,-5.193010904E-3
1.111079411E1,-2.516612969E-2,-3.994623839E-4,-5.193010904E-3
1.111280270E1,-2.410089783E-2,-3.994623839E-4,-3.062544856E-3
1.111481130E1,-1.983996481E-2,6.657706108E-4,-4.127778113E-3
1.111681989E1,-1.877473295E-2,-1.464695437E-3,-3.062544856E-3
1.111882849E1,-1.344856713E-2,-1.464695437E-3,-3.062544856E-3
1.112083708E1,-1.238333434E-2,-1.464695437E-3,-9.320789250E-4
1.112284567E1,-8.122402243E-3,-1.464695437E-3,1.331541280E-4
1.112485427E1,-8.122402243E-3,-3.994623839E-4,1.198387123E-3
1.112686286E1,-4.926702939E-3,1.731003635E-3,3.328853287E-3
1.112887146E1,-2.796236658E-3,6.657706108E-4,4.394086078E-3
1.113088005E1,-6.657706108E-4,-3.994623839E-4,5.459319334E-3
1.113288864E1,3.994623839E-4,1.731003635E-3,7.589785382E-3
1.113489724E1,1.464695437E-3,2.796236658E-3,5.459319334E-3
1.113690583E1,4.660394508E-3,6.657706108E-4,6.524552125E-3
1.113891442E1,6.790860556E-3,1.731003635E-3,6.524552125E-3
1.114092302E1,8.921326138E-3,1.731003635E-3,5.459319334E-3
1.114293161E1,9.986559860E-3,6.657706108E-4,6.524552125E-3
1.114494021E1,8.921326138E-3,1.731003635E-3,5.459319334E-3
1.114694880E1,8.921326138E-3,3.861469682E-3,5.459319334E-3
1.114895739E1,1.105179265E-2,1.731003635E-3,5.459319334E-3
1.115096599E1,1.105179265E-2,2.796236658E-3,5.459319334E-3
1.115297458E1,1.211702544E-2,3.861469682E-3,5.459319334E-3
1.115498317E1,1.105179265E-2,6.657706108E-4,4.394086078E-3
1.115699177E1,9.986559860E-3,1.731003635E-3,4.394086078E-3
1.115900036E1,9.986559860E-3,2.796236658E-3,2.263620263E-3
1.116100896E1,9.986559860E-3,3.861469682E-3,3.328853287E-3
1.116301755E1,9.986559860E-3,1.731003635E-3,2.263620263E-3
1.116502614E1,8.921326138E-3,2.796236658E-3,1.198387123E-3
1.116703474E1,5.725627299E-3,1.731003635E-3,1.198387123E-3
1.116904333E1,4.660394508E-3,6.657706108E-4,1.331541280E-4
1.117105192E1,1.464695437E-3,2.796236658E-3,-9.320789250E-4
1.117306052E1,3.994623839E-4,2.796236658E-3,-1.997311832E-3
1.117506911E1,-1.731003635E-3,-3.994623839E-4,-3.062544856E-3
