"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.289127549E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.291136091E0,1.464695437E-3,2.796236658E-3,1.331541280E-4
2.293144632E0,3.994623839E-4,3.861469682E-3,-9.320789250E-4
2.295153174E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.297161716E0,2.529928461E-3,2.796236658E-3,-9.320789250E-4
2.299170257E0,1.464695437E-3,3.861469682E-3,-9.320789250E-4
2.301178799E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
2.303187341E0,1.464695437E-3,1.731003635E-3,-9.320789250E-4
2.305195882E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.307204424E0,3.994623839E-4,6.657706108E-4,-1.997311832E-3
2.309212966E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.311221507E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.313230049E0,-6.657706108E-4,-3.595161485E-3,1.331541280E-4
2.315238591E0,-6.657706108E-4,-3.595161485E-3,-9.320789250E-4
2.317247132E0,3.994623839E-4,-4.660394508E-3,1.331541280E-4
2.319255674E0,-6.657706108E-4,-3.595161485E-3,-9.320789250E-4
2.321264216E0,3.994623839E-4,-2.529928461E-3,1.331541280E-4
2.323272757E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
2.325281299E0,3.994623839E-4,-1.464695437E-3,-9.320789250E-4
2.327289841E0,-1.731003635E-3,6.657706108E-4,-9.320789250E-4
2.329298382E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
2.331306924E0,3.994623839E-4,-3.994623839E-4,1.198387123E-3
2.333315466E0,3.994623839E-4,-3.994623839E-4,1.198387123E-3
2.335324007E0,-2.796236658E-3,-1.464695437E-3,1.331541280E-4
2.337332549E0,3.994623839E-4,-1.464695437E-3,-9.320789250E-4
2.339341091E0,-1.731003635E-3,-3.994623839E-4,-9.320789250E-4
2.341349632E0,-2.796236658E-3,-3.595161485E-3,1.331541280E-4
2.343358174E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.345366716E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
2.347375257E0,-1.731003635E-3,-3.994623839E-4,-9.320789250E-4
2.349383799E0,1.464695437E-3,-1.464695437E-3,-9.320789250E-4
2.351392341E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.353400882E0,3.994623839E-4,-3.994623839E-4,1.198387123E-3
2.355409424E0,-2.796236658E-3,-3.994623839E-4,1.331541280E-4
2.357417966E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.359426559E0,1.464695437E-3,-2.529928461E-3,-1.997311832E-3
2.361435153E0,3.994623839E-4,-3.595161485E-3,1.331541280E-4
2.363443747E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.365452341E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.367460934E0,1.464695437E-3,6.657706108E-4,1.198387123E-3
2.369469528E0,1.464695437E-3,6.657706108E-4,1.331541280E-4
2.371478122E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.373486716E0,3.994623839E-4,2.796236658E-3,-9.320789250E-4
2.375495309E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.377503903E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.379512497E0,-6.657706108E-4,3.861469682E-3,1.331541280E-4
2.381521091E0,3.994623839E-4,3.861469682E-3,1.331541280E-4
2.383529684E0,1.464695437E-3,5.991935730E-3,-9.320789250E-4
2.385538278E0,2.529928461E-3,5.991935730E-3,-9.320789250E-4
2.387546872E0,3.994623839E-4,5.991935730E-3,1.331541280E-4
2.389555466E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.391564059E0,3.994623839E-4,-2.529928461E-3,1.331541280E-4
2.393572653E0,3.994623839E-4,-2.529928461E-3,-9.320789250E-4
2.395581247E0,-6.657706108E-4,-3.595161485E-3,1.331541280E-4
2.397589841E0,1.464695437E-3,-2.529928461E-3,-9.320789250E-4
2.399598434E0,-6.657706108E-4,-1.464695437E-3,1.198387123E-3
2.401607028E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
2.403615622E0,-6.657706108E-4,2.796236658E-3,1.331541280E-4
2.405624216E0,-6.657706108E-4,3.861469682E-3,1.331541280E-4
2.407632809E0,3.595161485E-3,4.926702939E-3,1.198387123E-3
2.409641403E0,1.464695437E-3,3.861469682E-3,1.331541280E-4
2.411649997E0,1.464695437E-3,4.926702939E-3,-1.997311832E-3
2.413658591E0,1.464695437E-3,5.991935730E-3,1.198387123E-3
2.415667184E0,3.994623839E-4,4.926702939E-3,-1.997311832E-3
2.417675778E0,2.529928461E-3,4.926702939E-3,-9.320789250E-4
2.419684372E0,1.464695437E-3,3.861469682E-3,1.331541280E-4
2.421692966E0,1.464695437E-3,3.861469682E-3,1.331541280E-4
2.423701559E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.425710153E0,3.994623839E-4,2.796236658E-3,-9.320789250E-4
2.427718747E0,-6.657706108E-4,1.731003635E-3,1.198387123E-3
2.429727341E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.431735934E0,-1.731003635E-3,2.796236658E-3,-1.997311832E-3
2.433744528E0,3.994623839E-4,2.796236658E-3,-9.320789250E-4
2.435753122E0,2.529928461E-3,4.926702939E-3,-9.320789250E-4
2.437761716E0,1.464695437E-3,3.861469682E-3,1.198387123E-3
2.439770309E0,-6.657706108E-4,5.991935730E-3,1.331541280E-4
2.441778903E0,-6.657706108E-4,2.796236658E-3,1.331541280E-4
2.443787497E0,3.994623839E-4,3.861469682E-3,-9.320789250E-4
2.445796091E0,1.464695437E-3,3.861469682E-3,1.331541280E-4
2.447804684E0,2.529928461E-3,3.861469682E-3,-9.320789250E-4
2.449813278E0,3.994623839E-4,5.991935730E-3,-9.320789250E-4
2.451821872E0,3.994623839E-4,4.926702939E-3,-9.320789250E-4
2.453830466E0,2.529928461E-3,3.861469682E-3,1.331541280E-4
2.455839059E0,3.994623839E-4,3.861469682E-3,1.331541280E-4
2.457847653E0,1.464695437E-3,3.861469682E-3,1.331541280E-4
2.459856247E0,-6.657706108E-4,3.861469682E-3,1.331541280E-4
2.461864841E0,2.529928461E-3,4.926702939E-3,1.198387123E-3
2.463873434E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.465882028E0,1.464695437E-3,2.796236658E-3,-9.320789250E-4
2.467890622E0,1.464695437E-3,1.731003635E-3,-9.320789250E-4
2.469899216E0,2.529928461E-3,-3.994623839E-4,-9.320789250E-4
2.471907809E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.473916403E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.475924997E0,-1.731003635E-3,6.657706108E-4,1.331541280E-4
2.477933591E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.479942184E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.481950778E0,-6.657706108E-4,-3.994623839E-4,1.198387123E-3
2.483959372E0,3.994623839E-4,6.657706108E-4,1.198387123E-3
2.485967966E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.487976559E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.489985153E0,-1.731003635E-3,6.657706108E-4,-9.320789250E-4
2.491993747E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.494002341E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.496010934E0,-1.731003635E-3,6.657706108E-4,-1.997311832E-3
2.498019528E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.500028122E0,1.464695437E-3,-3.994623839E-4,-9.320789250E-4
2.502036716E0,-6.657706108E-4,1.731003635E-3,-9.320789250E-4
2.504045309E0,-1.731003635E-3,6.657706108E-4,-9.320789250E-4
2.506053903E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.508062497E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.510071091E0,1.464695437E-3,2.796236658E-3,1.331541280E-4
2.512079684E0,3.994623839E-4,2.796236658E-3,1.198387123E-3
2.514088278E0,-6.657706108E-4,2.796236658E-3,-9.320789250E-4
2.516096820E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.518105361E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.520113903E0,3.994623839E-4,1.731003635E-3,-1.997311832E-3
2.522122445E0,-6.657706108E-4,1.731003635E-3,-1.997311832E-3
2.524130986E0,1.464695437E-3,2.796236658E-3,-9.320789250E-4
2.526139528E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.528148070E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.530156611E0,-6.657706108E-4,-3.994623839E-4,-1.997311832E-3
2.532165153E0,-6.657706108E-4,2.796236658E-3,-9.320789250E-4
2.534173695E0,2.529928461E-3,-3.994623839E-4,1.331541280E-4
2.536182236E0,-6.657706108E-4,1.731003635E-3,-9.320789250E-4
2.538190778E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.540199320E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.542207861E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.544216403E0,3.994623839E-4,-3.994623839E-4,1.198387123E-3
2.546224945E0,-1.731003635E-3,-1.464695437E-3,1.198387123E-3
2.548233486E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.550242028E0,1.464695437E-3,-2.529928461E-3,1.331541280E-4
2.552250570E0,-1.731003635E-3,-2.529928461E-3,-9.320789250E-4
2.554259111E0,-6.657706108E-4,-2.529928461E-3,1.198387123E-3
2.556267653E0,-1.731003635E-3,-3.994623839E-4,1.198387123E-3
2.558276195E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
2.560284736E0,-6.657706108E-4,-2.529928461E-3,1.198387123E-3
2.562293278E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
2.564301820E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.566310361E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
2.568318903E0,1.464695437E-3,-2.529928461E-3,1.331541280E-4
2.570327445E0,-6.657706108E-4,-3.994623839E-4,1.198387123E-3
2.572335986E0,-1.731003635E-3,-1.464695437E-3,-9.320789250E-4
2.574344528E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.576353070E0,3.994623839E-4,6.657706108E-4,-1.997311832E-3
2.578361611E0,-1.731003635E-3,-3.994623839E-4,1.331541280E-4
2.580370153E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.582378695E0,3.994623839E-4,6.657706108E-4,1.331541280E-4
2.584387236E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.586395778E0,-6.657706108E-4,-3.994623839E-4,1.331541280E-4
2.588404372E0,-6.657706108E-4,6.657706108E-4,1.198387123E-3
2.590412966E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
2.592421559E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.594430153E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.596438747E0,-1.731003635E-3,1.731003635E-3,-1.997311832E-3
2.598447341E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.600455934E0,1.464695437E-3,1.731003635E-3,1.198387123E-3
2.602464528E0,3.994623839E-4,6.657706108E-4,1.331541280E-4
2.604473122E0,2.529928461E-3,6.657706108E-4,1.198387123E-3
2.606481716E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.608490309E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.610498903E0,-1.731003635E-3,6.657706108E-4,-9.320789250E-4
2.612507497E0,1.464695437E-3,6.657706108E-4,1.198387123E-3
2.614516091E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.616524684E0,3.994623839E-4,-1.464695437E-3,1.198387123E-3
2.618533278E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.620541872E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.622550466E0,-6.657706108E-4,-3.994623839E-4,1.331541280E-4
2.624559059E0,3.994623839E-4,-1.464695437E-3,-9.320789250E-4
2.626567653E0,-6.657706108E-4,-3.595161485E-3,1.331541280E-4
2.628576247E0,1.464695437E-3,-1.464695437E-3,-9.320789250E-4
2.630584841E0,-1.731003635E-3,-3.595161485E-3,1.331541280E-4
2.632593434E0,-1.731003635E-3,-3.595161485E-3,-9.320789250E-4
2.634602028E0,-1.731003635E-3,-3.595161485E-3,1.331541280E-4
2.636610622E0,-1.731003635E-3,-3.595161485E-3,-9.320789250E-4
2.638619216E0,3.994623839E-4,-3.595161485E-3,1.331541280E-4
2.640627809E0,-1.731003635E-3,-3.595161485E-3,-1.997311832E-3
2.642636403E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
2.644644997E0,-1.731003635E-3,-3.595161485E-3,1.331541280E-4
2.646653591E0,-6.657706108E-4,-3.595161485E-3,-1.997311832E-3
2.648662184E0,1.464695437E-3,-1.464695437E-3,1.331541280E-4
2.650670778E0,-1.731003635E-3,-3.994623839E-4,1.198387123E-3
2.652679372E0,1.464695437E-3,-1.464695437E-3,-9.320789250E-4
2.654687966E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
2.656696559E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.658705153E0,-6.657706108E-4,6.657706108E-4,1.198387123E-3
2.660713747E0,-6.657706108E-4,-3.994623839E-4,1.331541280E-4
2.662722341E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.664730934E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.666739528E0,3.994623839E-4,-2.529928461E-3,-9.320789250E-4
2.668748122E0,-6.657706108E-4,1.731003635E-3,1.331541280E-4
2.670756716E0,-1.731003635E-3,-1.464695437E-3,1.331541280E-4
2.672765309E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
2.674773903E0,-6.657706108E-4,6.657706108E-4,-1.997311832E-3
2.676782497E0,-1.731003635E-3,6.657706108E-4,-9.320789250E-4
2.678791091E0,1.464695437E-3,-3.994623839E-4,1.331541280E-4
2.680799684E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.682808278E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.684816872E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.686825466E0,-6.657706108E-4,1.731003635E-3,-9.320789250E-4
2.688834059E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.690842653E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.692851247E0,3.994623839E-4,6.657706108E-4,1.331541280E-4
2.694859841E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.696868434E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.698877028E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.700885622E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.702894216E0,-6.657706108E-4,1.731003635E-3,-9.320789250E-4
2.704902809E0,1.464695437E-3,1.731003635E-3,-1.997311832E-3
2.706911403E0,3.994623839E-4,1.731003635E-3,1.198387123E-3
2.708919997E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.710928591E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.712937184E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.714945778E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.716954372E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.718962966E0,-1.731003635E-3,-3.595161485E-3,1.331541280E-4
2.720971559E0,-1.731003635E-3,-3.595161485E-3,-9.320789250E-4
2.722980153E0,-1.731003635E-3,-4.660394508E-3,1.331541280E-4
2.724988747E0,-6.657706108E-4,-6.790860556E-3,-9.320789250E-4
2.726997341E0,-2.796236658E-3,-6.790860556E-3,-9.320789250E-4
2.729005934E0,-2.796236658E-3,-6.790860556E-3,-9.320789250E-4
2.731014528E0,-2.796236658E-3,-7.856093347E-3,1.331541280E-4
2.733023122E0,-6.657706108E-4,-6.790860556E-3,-1.997311832E-3
2.735031716E0,-2.796236658E-3,-5.725627299E-3,1.331541280E-4
2.737040309E0,-1.731003635E-3,-5.725627299E-3,-9.320789250E-4
2.739048903E0,-2.796236658E-3,-6.790860556E-3,1.331541280E-4
2.741057497E0,-2.796236658E-3,-6.790860556E-3,-9.320789250E-4
2.743066038E0,-1.731003635E-3,-6.790860556E-3,-9.320789250E-4
2.745074580E0,-2.796236658E-3,-7.856093347E-3,1.331541280E-4
2.747083122E0,-2.796236658E-3,-7.856093347E-3,-9.320789250E-4
2.749091663E0,-1.731003635E-3,-6.790860556E-3,1.331541280E-4
2.751100205E0,-1.731003635E-3,-5.725627299E-3,-9.320789250E-4
2.753108747E0,-6.657706108E-4,-3.595161485E-3,-9.320789250E-4
2.755117288E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
2.757125830E0,-6.657706108E-4,1.731003635E-3,-9.320789250E-4
2.759134372E0,-6.657706108E-4,3.861469682E-3,1.331541280E-4
2.761142913E0,3.994623839E-4,8.122402243E-3,-9.320789250E-4
2.763151455E0,2.529928461E-3,1.238333434E-2,-1.997311832E-3
2.765159997E0,3.595161485E-3,1.451379992E-2,-9.320789250E-4
2.767168538E0,3.595161485E-3,1.983996481E-2,1.331541280E-4
2.769177080E0,3.595161485E-3,1.983996481E-2,1.198387123E-3
2.771185622E0,4.660394508E-3,1.770949923E-2,-9.320789250E-4
2.773194163E0,5.725627299E-3,1.451379992E-2,-9.320789250E-4
2.775202705E0,2.529928461E-3,1.238333434E-2,-1.997311832E-3
2.777211247E0,2.529928461E-3,5.991935730E-3,1.331541280E-4
2.779219788E0,3.994623839E-4,2.796236658E-3,1.198387123E-3
2.781228330E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.783236872E0,-6.657706108E-4,-2.529928461E-3,-9.320789250E-4
2.785245413E0,-1.731003635E-3,-2.529928461E-3,-9.320789250E-4
2.787253955E0,-1.731003635E-3,-4.660394508E-3,1.331541280E-4
2.789262497E0,-1.731003635E-3,-2.529928461E-3,1.331541280E-4
2.791271038E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
2.793279580E0,1.464695437E-3,-2.529928461E-3,-9.320789250E-4
2.795288122E0,-1.731003635E-3,-3.994623839E-4,1.331541280E-4
2.797296663E0,1.464695437E-3,-1.464695437E-3,-9.320789250E-4
2.799305205E0,3.994623839E-4,-2.529928461E-3,1.331541280E-4
2.801313747E0,-6.657706108E-4,-3.994623839E-4,1.331541280E-4
2.803322288E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
2.805330830E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.807339372E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
2.809347913E0,1.464695437E-3,6.657706108E-4,-9.320789250E-4
2.811356455E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.813364997E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.815373591E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.817382184E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
2.819390778E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
2.821399372E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.823407966E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.825416559E0,-6.657706108E-4,6.657706108E-4,1.198387123E-3
2.827425153E0,-2.796236658E-3,-3.994623839E-4,-9.320789250E-4
2.829433747E0,-6.657706108E-4,2.796236658E-3,-1.997311832E-3
2.831442341E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
2.833450934E0,3.994623839E-4,-3.994623839E-4,1.331541280E-4
2.835459528E0,-6.657706108E-4,6.657706108E-4,-9.320789250E-4
2.837468122E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
2.839476716E0,1.464695437E-3,6.657706108E-4,1.331541280E-4
2.841485309E0,-6.657706108E-4,1.731003635E-3,1.331541280E-4
2.843493903E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
2.845502497E0,1.464695437E-3,1.731003635E-3,1.331541280E-4
2.847511091E0,1.464695437E-3,3.861469682E-3,1.331541280E-4
2.849519684E0,1.464695437E-3,4.926702939E-3,1.331541280E-4
2.851528278E0,3.994623839E-4,5.991935730E-3,1.331541280E-4
2.853536872E0,1.464695437E-3,7.057168987E-3,-9.320789250E-4
2.855545466E0,1.464695437E-3,8.122402243E-3,-9.320789250E-4
2.857554059E0,1.464695437E-3,8.122402243E-3,-9.320789250E-4
2.859562653E0,2.529928461E-3,9.187635034E-3,-9.320789250E-4
2.861571247E0,3.595161485E-3,1.025286783E-2,-9.320789250E-4
2.863579841E0,3.595161485E-3,8.122402243E-3,-9.320789250E-4
2.865588434E0,2.529928461E-3,1.025286783E-2,1.331541280E-4
2.867597028E0,1.464695437E-3,9.187635034E-3,-9.320789250E-4
2.869605622E0,3.595161485E-3,1.025286783E-2,1.331541280E-4
2.871614216E0,3.595161485E-3,1.025286783E-2,-9.320789250E-4
2.873622809E0,2.529928461E-3,1.025286783E-2,1.331541280E-4
2.875631403E0,3.595161485E-3,1.025286783E-2,-9.320789250E-4
2.877639997E0,2.529928461E-3,9.187635034E-3,1.331541280E-4
2.879648591E0,2.529928461E-3,9.187635034E-3,-9.320789250E-4
2.881657184E0,2.529928461E-3,8.122402243E-3,-9.320789250E-4
2.883665778E0,3.595161485E-3,1.025286783E-2,-9.320789250E-4
2.885674372E0,1.464695437E-3,9.187635034E-3,-9.320789250E-4
2.887682966E0,2.529928461E-3,8.122402243E-3,1.198387123E-3
2.889691559E0,1.464695437E-3,7.057168987E-3,1.331541280E-4
2.891700153E0,1.464695437E-3,5.991935730E-3,1.331541280E-4
2.893708747E0,1.464695437E-3,5.991935730E-3,-1.997311832E-3
2.895717341E0,3.994623839E-4,4.926702939E-3,1.331541280E-4
2.897725934E0,1.464695437E-3,2.796236658E-3,-1.997311832E-3
2.899734528E0,-1.731003635E-3,2.796236658E-3,-9.320789250E-4
2.901743122E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
2.903751716E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
2.905760309E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
2.907768903E0,-1.731003635E-3,-1.464695437E-3,-9.320789250E-4
2.909777497E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
2.911786091E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.913794684E0,-1.731003635E-3,-1.464695437E-3,-1.997311832E-3
2.915803278E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.917811872E0,-1.731003635E-3,-1.464695437E-3,-1.997311832E-3
2.919820466E0,-6.657706108E-4,-4.660394508E-3,-1.997311832E-3
2.921829059E0,-1.731003635E-3,-4.660394508E-3,-9.320789250E-4
2.923837653E0,-1.731003635E-3,-4.660394508E-3,-9.320789250E-4
2.925846247E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
2.927854841E0,-6.657706108E-4,-5.725627299E-3,-9.320789250E-4
2.929863434E0,-1.731003635E-3,-4.660394508E-3,-9.320789250E-4
2.931872028E0,-6.657706108E-4,-3.595161485E-3,1.331541280E-4
2.933880622E0,3.994623839E-4,-1.464695437E-3,-9.320789250E-4
2.935889216E0,3.994623839E-4,3.861469682E-3,1.331541280E-4
2.937897809E0,3.595161485E-3,1.131810062E-2,-9.320789250E-4
2.939906403E0,4.660394508E-3,1.983996481E-2,-9.320789250E-4
2.941914997E0,6.790860556E-3,2.410089783E-2,1.198387123E-3
2.943923591E0,6.790860556E-3,2.516612969E-2,-9.320789250E-4
2.945932184E0,7.856093347E-3,2.623136342E-2,1.331541280E-4
2.947940778E0,6.790860556E-3,2.303566411E-2,1.331541280E-4
2.949949372E0,4.660394508E-3,2.090519853E-2,-9.320789250E-4
2.951957966E0,5.725627299E-3,1.451379992E-2,-1.997311832E-3
2.953966559E0,4.660394508E-3,1.131810062E-2,1.331541280E-4
2.955975153E0,3.595161485E-3,5.991935730E-3,1.331541280E-4
2.957983747E0,3.994623839E-4,2.796236658E-3,-9.320789250E-4
2.959992341E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.962000934E0,3.994623839E-4,-1.464695437E-3,1.331541280E-4
2.964009528E0,-6.657706108E-4,-3.595161485E-3,-9.320789250E-4
2.966018122E0,-2.796236658E-3,-3.595161485E-3,-9.320789250E-4
2.968026663E0,-6.657706108E-4,-3.595161485E-3,1.331541280E-4
2.970035205E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
2.972043747E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
2.974052288E0,-6.657706108E-4,2.796236658E-3,1.198387123E-3
2.976060830E0,-1.731003635E-3,2.796236658E-3,-9.320789250E-4
2.978069372E0,3.994623839E-4,2.796236658E-3,-9.320789250E-4
2.980077913E0,3.994623839E-4,3.861469682E-3,1.331541280E-4
2.982086455E0,1.464695437E-3,2.796236658E-3,1.198387123E-3
2.984094997E0,-6.657706108E-4,3.861469682E-3,1.331541280E-4
2.986103538E0,1.464695437E-3,4.926702939E-3,1.198387123E-3
2.988112080E0,1.464695437E-3,2.796236658E-3,-9.320789250E-4
2.990120622E0,3.994623839E-4,2.796236658E-3,1.331541280E-4
2.992129163E0,-6.657706108E-4,1.731003635E-3,1.331541280E-4
2.994137705E0,2.529928461E-3,2.796236658E-3,1.198387123E-3
2.996146247E0,-1.731003635E-3,-3.994623839E-4,1.331541280E-4
2.998154788E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
3.000163330E0,1.464695437E-3,6.657706108E-4,1.331541280E-4
3.002171872E0,-6.657706108E-4,6.657706108E-4,1.331541280E-4
3.004180413E0,3.994623839E-4,1.731003635E-3,1.331541280E-4
3.006188955E0,-6.657706108E-4,1.731003635E-3,1.331541280E-4
3.008197497E0,3.994623839E-4,6.657706108E-4,-9.320789250E-4
3.010206038E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
3.012214580E0,-1.731003635E-3,2.796236658E-3,1.331541280E-4
3.014223122E0,-6.657706108E-4,1.731003635E-3,-9.320789250E-4
3.016231663E0,-6.657706108E-4,1.731003635E-3,1.331541280E-4
3.018240205E0,3.994623839E-4,6.657706108E-4,1.331541280E-4
3.020248747E0,3.994623839E-4,1.731003635E-3,-9.320789250E-4
3.022257288E0,3.994623839E-4,6.657706108E-4,-1.997311832E-3
3.024265830E0,3.994623839E-4,6.657706108E-4,1.198387123E-3
3.026274372E0,1.464695437E-3,-3.994623839E-4,1.198387123E-3
3.028282913E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
3.030291455E0,-1.731003635E-3,-1.464695437E-3,-9.320789250E-4
3.032299997E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
3.034308538E0,-6.657706108E-4,-3.994623839E-4,1.331541280E-4
3.036317080E0,3.994623839E-4,-3.994623839E-4,-9.320789250E-4
3.038325622E0,-1.731003635E-3,-1.464695437E-3,1.331541280E-4
3.040334216E0,-6.657706108E-4,-3.994623839E-4,-9.320789250E-4
3.042342809E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
3.044351403E0,3.994623839E-4,-3.595161485E-3,1.331541280E-4
3.046359997E0,-1.731003635E-3,-2.529928461E-3,-9.320789250E-4
3.048368591E0,-1.731003635E-3,-2.529928461E-3,-9.320789250E-4
3.050377184E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
3.052385778E0,-6.657706108E-4,-2.529928461E-3,1.331541280E-4
3.054394372E0,-6.657706108E-4,-1.464695437E-3,-9.320789250E-4
3.056402966E0,-6.657706108E-4,-1.464695437E-3,1.331541280E-4
