"Time (s),""Acceleration x (m/s^2)"",""Acceleration y (m/s^2)"",""Acceleration z (m/s^2)"""
1.181982135E1,-1.221042871E-1,9.843161583E0,-1.508347094E-1
1.182182995E1,-1.244984865E-1,9.828796387E0,-1.484405100E-1
1.182383854E1,-1.532289088E-1,9.818920135E0,-1.029506698E-1
1.182584713E1,-1.197100878E-1,9.843161583E0,-1.173158810E-1
1.182785573E1,-1.340752989E-1,9.823708534E0,-7.661445439E-2
1.182986432E1,-1.460463107E-1,9.843161583E0,-1.867477298E-1
1.183187291E1,-1.316810995E-1,9.838373184E0,-5.027823523E-2
1.183388151E1,-1.173158810E-1,9.833584785E0,-8.140286058E-2
1.183589010E1,-1.268926859E-1,9.850344658E0,-1.053448766E-1
1.183789870E1,-1.340752989E-1,9.816526413E0,-1.244984865E-1
1.183990729E1,-1.340752989E-1,9.857526779E0,-7.900865376E-2
1.184191588E1,-1.484405100E-1,9.831191063E0,-9.576806426E-2
1.184392448E1,-1.244984865E-1,9.840767860E0,-1.005564705E-1
1.184593307E1,-1.005564705E-1,9.828796387E0,-1.005564705E-1
1.184794166E1,-9.097966552E-2,9.835979462E0,-1.077390760E-1
1.184995026E1,-6.943184882E-2,9.850344658E0,-1.101332754E-1
1.185195885E1,-6.224924326E-2,9.843161583E0,-1.149216816E-1
1.185396744E1,-4.309562966E-2,9.864709854E0,-1.173158810E-1
1.185597604E1,-4.070143029E-2,9.859921455E0,-1.532289088E-1
1.185798463E1,-4.309562966E-2,9.859921455E0,-1.436520964E-1
1.185999323E1,-4.070143029E-2,9.845556259E0,-1.604115069E-1
1.186200182E1,-6.943184882E-2,9.852738380E0,-2.011129409E-1
1.186401041E1,-5.746084079E-2,9.843161583E0,-1.819593310E-1
1.186601901E1,-7.900865376E-2,9.850344658E0,-1.699883193E-1
1.186802760E1,-9.097966552E-2,9.852738380E0,-1.364694983E-1
1.187003620E1,-1.101332754E-1,9.847949982E0,-8.619125932E-2
1.187204479E1,-1.101332754E-1,9.835979462E0,-9.337386489E-2
1.187405338E1,-1.388636976E-1,9.835979462E0,-1.604115069E-1
1.187606198E1,-1.508347094E-1,9.833584785E0,-2.513911724E-1
1.187807057E1,-1.891419291E-1,9.816526413E0,-2.585737705E-1
1.188007916E1,-1.604115069E-1,9.818920135E0,-2.729389966E-1
1.188208776E1,-1.628057212E-1,9.818920135E0,-1.771709323E-1
1.188409635E1,-1.053448766E-1,9.818920135E0,7.182605099E-3
1.188610495E1,-7.422025502E-2,9.886257172E0,-3.522469103E-1
1.188811354E1,-3.112462163E-2,9.847949982E0,-1.915361285E-1
1.189012213E1,3.112462163E-2,9.871891975E0,-4.767454267E-1
1.189213073E1,5.027823523E-2,9.898228645E0,-4.480150044E-1
1.189413932E1,1.053448766E-1,9.874286652E0,-3.714005351E-1
1.189614791E1,1.460463107E-1,9.917382240E0,-2.082955539E-1
1.189815651E1,1.699883193E-1,9.883863449E0,-1.388636976E-1
1.190016510E1,1.867477298E-1,9.914987564E0,-9.097966552E-2
1.190217370E1,2.106897533E-1,9.924564362E0,-6.464344263E-2
1.190418229E1,2.130839527E-1,9.922170639E0,-5.506663769E-2
1.190619088E1,1.747767180E-1,9.912593842E0,-9.097966552E-2
1.190819948E1,1.364694983E-1,9.900622368E0,-8.379705995E-2
1.191020807E1,9.816227108E-2,9.905410767E0,-1.005564705E-1
1.191221666E1,6.943184882E-2,9.905410767E0,-1.005564705E-1
1.191422526E1,2.154781483E-2,9.888651848E0,-1.388636976E-1
1.191623385E1,-7.182605099E-3,9.893440247E0,-1.436520964E-1
1.191824244E1,-3.591302410E-2,9.874286652E0,-8.379705995E-2
1.192025104E1,-6.703764945E-2,9.871891975E0,-2.394201607E-2
1.192225963E1,-7.900865376E-2,9.857526779E0,-3.351882473E-2
1.192426823E1,-7.661445439E-2,9.874286652E0,-3.591302410E-2
1.192627682E1,-4.548983276E-2,9.857526779E0,-5.985504389E-2
1.192828541E1,-3.351882473E-2,9.881468773E0,-5.027823523E-2
1.193029401E1,-7.182605099E-3,9.869498253E0,-2.873042040E-2
1.193230260E1,1.675941236E-2,9.859921455E0,-1.436521020E-2
1.193431120E1,3.351882473E-2,9.874286652E0,9.576806799E-3
1.193631979E1,4.309562966E-2,9.886257172E0,2.394201607E-2
1.193832838E1,5.027823523E-2,9.886257172E0,5.027823523E-2
1.194033698E1,5.506663769E-2,9.891045570E0,4.309562966E-2
1.194234557E1,3.351882473E-2,9.883863449E0,3.591302410E-2
1.194435416E1,-7.182605099E-3,9.869498253E0,1.915361360E-2
1.194636270E1,-3.351882473E-2,9.864709854E0,2.394201607E-2
1.194837125E1,-7.422025502E-2,9.838373184E0,-4.788403399E-3
1.195037979E1,-1.101332754E-1,9.833584785E0,-1.197100803E-2
1.195238833E1,-1.532289088E-1,9.840767860E0,-2.394201607E-2
1.195439687E1,-1.723825186E-1,9.814131737E0,-6.224924326E-2
1.195640541E1,-2.226607651E-1,9.806949615E0,-5.506663769E-2
1.195841396E1,-2.370259613E-1,9.792584419E0,-5.746084079E-2
1.196042250E1,-2.489969730E-1,9.792584419E0,-5.027823523E-2
1.196243104E1,-2.609679997E-1,9.804554939E0,-4.309562966E-2
1.196443958E1,-2.705447972E-1,9.790189743E0,-5.027823523E-2
1.196644812E1,-2.609679997E-1,9.802161217E0,-5.985504389E-2
1.196845666E1,-2.370259613E-1,9.797372818E0,-8.619125932E-2
1.197046520E1,-2.418143749E-1,9.806949615E0,-9.576806426E-2
1.197247375E1,-2.226607651E-1,9.802161217E0,-1.197100878E-1
1.197448229E1,-1.723825186E-1,9.809343338E0,-1.221042871E-1
1.197649083E1,-1.532289088E-1,9.826402664E0,-1.436520964E-1
1.197849937E1,-1.221042871E-1,9.835979462E0,-1.460463107E-1
1.198050791E1,-1.005564705E-1,9.831191063E0,-1.604115069E-1
1.198251646E1,-6.464344263E-2,9.838373184E0,-1.460463107E-1
1.198452500E1,-3.830722719E-2,9.859921455E0,-1.508347094E-1
1.198653354E1,-3.591302410E-2,9.864709854E0,-1.651999205E-1
1.198854208E1,-1.197100803E-2,9.859921455E0,-1.723825186E-1
1.199055062E1,-3.351882473E-2,9.864709854E0,-1.867477298E-1
1.199255916E1,-9.576806799E-3,9.857526779E0,-1.795651317E-1
1.199456771E1,-1.436521020E-2,9.852738380E0,-1.987187415E-1
1.199657625E1,-1.915361360E-2,9.855133057E0,-1.963245422E-1
1.199858479E1,-1.915361360E-2,9.862315178E0,-1.915361285E-1
1.200059333E1,9.576806799E-3,9.855133057E0,-2.226607651E-1
1.200260187E1,-1.915361360E-2,9.869498253E0,-2.537853718E-1
1.200461041E1,-2.154781483E-2,9.850344658E0,-2.705447972E-1
1.200661896E1,-1.436521020E-2,9.879075050E0,-2.585737705E-1
1.200862750E1,-2.154781483E-2,9.864709854E0,-2.322375625E-1
1.201063604E1,9.576806799E-3,9.895833969E0,-2.418143749E-1
1.201264458E1,1.197100803E-2,9.888651848E0,-2.705447972E-1
1.201465312E1,-5.985504389E-2,9.855133057E0,-5.653308630E-1
1.201666166E1,-1.005564705E-1,9.845556259E0,-4.192845821E-1
1.201867021E1,-8.379705995E-2,9.840767860E0,-5.437830687E-1
1.202067880E1,-6.703764945E-2,9.859921455E0,-2.995744944E-1
1.202268739E1,-1.005564705E-1,9.869498253E0,-3.594295382E-1
1.202469599E1,-1.316810995E-1,9.864709854E0,-1.412578970E-1
1.202670458E1,-1.316810995E-1,9.840767860E0,-5.506663769E-2
1.202871317E1,-1.053448766E-1,9.845556259E0,2.873042040E-2
1.203072177E1,-7.900865376E-2,9.850344658E0,5.985504389E-2
1.203273036E1,-9.576806799E-3,9.893440247E0,2.250549644E-1
1.203473896E1,1.101332754E-1,9.903017044E0,1.125274822E-1
1.203674755E1,1.867477298E-1,9.936535835E0,4.548983276E-2
1.203875614E1,2.059013397E-1,9.917382240E0,-2.609679997E-1
1.204076474E1,2.154781520E-1,9.926959038E0,-3.211222887E-1
1.204277333E1,2.513911724E-1,9.972448349E0,-3.235165179E-1
1.204478192E1,2.828150690E-1,9.926959038E0,-3.067570925E-1
1.204679052E1,2.489969730E-1,9.962871552E0,-5.270236731E-1
1.204879911E1,1.580173075E-1,9.903017044E0,-4.671685994E-1
1.205080770E1,1.460463107E-1,9.879075050E0,-4.432265759E-1
1.205281630E1,6.943184882E-2,9.907805443E0,-2.035071403E-1
1.205482489E1,7.182605099E-3,9.828796387E0,-1.747767180E-1
1.205683349E1,-9.097966552E-2,9.886257172E0,-1.891419291E-1
1.205884208E1,-1.436520964E-1,9.809343338E0,-2.394201607E-2
1.206085067E1,-1.436520964E-1,9.850344658E0,-1.029506698E-1
1.206285927E1,-1.963245422E-1,9.828796387E0,-4.788403213E-2
1.206486786E1,-2.370259613E-1,9.802161217E0,-7.422025502E-2
1.206687646E1,-2.609679997E-1,9.790189743E0,-1.053448766E-1
1.206888505E1,-2.226607651E-1,9.828796387E0,-6.703764945E-2
1.207089364E1,-2.011129409E-1,9.823708534E0,-2.394201607E-2
1.207290224E1,-1.580173075E-1,9.847949982E0,-1.915361360E-2
1.207491083E1,-1.556231081E-1,9.838373184E0,-5.027823523E-2
1.207691942E1,-1.244984865E-1,9.816526413E0,-1.053448766E-1
1.207892802E1,-9.097966552E-2,9.840767860E0,-1.173158810E-1
1.208093661E1,-7.661445439E-2,9.843161583E0,-1.005564705E-1
1.208294521E1,-7.900865376E-2,9.862315178E0,-1.508347094E-1
1.208495380E1,-7.900865376E-2,9.862315178E0,-1.747767180E-1
1.208696468E1,-8.858546615E-2,9.864709854E0,-2.154781520E-1
1.208897161E1,-5.267243832E-2,9.867103577E0,-2.899976671E-1
1.209097859E1,-6.703764945E-2,9.876680374E0,-1.508347094E-1
1.209298567E1,-9.576806426E-2,9.850344658E0,-2.729389966E-1
1.209499198E1,-1.053448766E-1,9.862315178E0,-2.154781520E-1
1.209699828E1,-1.268926859E-1,9.828796387E0,-2.923918962E-1
1.209900494E1,-1.436520964E-1,9.821314812E0,-3.019686937E-1
1.210101317E1,-1.532289088E-1,9.821314812E0,-2.995744944E-1
1.210302177E1,-1.699883193E-1,9.804554939E0,-3.283049166E-1
1.210503036E1,-1.795651317E-1,9.816526413E0,-3.690063357E-1
1.210703896E1,-1.795651317E-1,9.821314812E0,-3.642179370E-1
1.210904791E1,-1.675941199E-1,9.835979462E0,-3.666121364E-1
1.211105718E1,-1.340752989E-1,9.833584785E0,-3.594295382E-1
1.211306677E1,-1.197100878E-1,9.845556259E0,-3.642179370E-1
1.211507661E1,-7.900865376E-2,9.847949982E0,-3.115454912E-1
1.211708666E1,-6.943184882E-2,9.855133057E0,-3.259107172E-1
1.211909682E1,-4.070143029E-2,9.869498253E0,-3.498527110E-1
1.212110703E1,-5.027823523E-2,9.845556259E0,-3.283049166E-1
1.212311724E1,-5.267243832E-2,9.859921455E0,-3.283049166E-1
1.212512599E1,-4.309562966E-2,9.845556259E0,-3.235165179E-1
1.212713458E1,-5.267243832E-2,9.883863449E0,-2.828150690E-1
1.212914317E1,-5.746084079E-2,9.867103577E0,-2.995744944E-1
1.213115172E1,-7.422025502E-2,9.876680374E0,-2.852092683E-1
1.213316026E1,-3.830722719E-2,9.907805443E0,-2.681505978E-1
1.213516880E1,-9.576806799E-3,9.840767860E0,-2.394201756E-1
1.213717734E1,-3.351882473E-2,9.888651848E0,-2.226607651E-1
1.213918588E1,-2.154781483E-2,9.828796387E0,-2.035071403E-1
1.214119442E1,-5.027823523E-2,9.879075050E0,-2.828150690E-1
1.214320297E1,-6.224924326E-2,9.859921455E0,-2.681505978E-1
1.214521151E1,-6.464344263E-2,9.857526779E0,-2.753331959E-1
1.214722005E1,-6.224924326E-2,9.871891975E0,-2.466027737E-1
1.214922859E1,-6.703764945E-2,9.852738380E0,-2.178723514E-1
1.215123713E1,-6.703764945E-2,9.852738380E0,-2.011129409E-1
1.215324567E1,-7.182604820E-2,9.867103577E0,-1.723825186E-1
1.215525422E1,-6.703764945E-2,9.869498253E0,-1.747767180E-1
1.215726276E1,-7.661445439E-2,9.876680374E0,-1.221042871E-1
1.215927130E1,-7.182604820E-2,9.867103577E0,-1.101332754E-1
1.216127984E1,-6.943184882E-2,9.874286652E0,-1.029506698E-1
1.216328838E1,-4.309562966E-2,9.888651848E0,-7.422025502E-2
1.216529692E1,-9.576806799E-3,9.881468773E0,-4.548983276E-2
1.216730547E1,-3.112462163E-2,9.886257172E0,-5.027823523E-2
1.216931401E1,-2.873042040E-2,9.883863449E0,9.576806799E-3
1.217132255E1,-4.309562966E-2,9.895833969E0,5.027823523E-2
1.217333109E1,-4.548983276E-2,9.879075050E0,5.506663769E-2
1.217533963E1,-8.140286058E-2,9.876680374E0,3.112462163E-2
1.217734817E1,-8.379705995E-2,9.857526779E0,1.197100803E-2
1.217935672E1,-9.816227108E-2,9.855133057E0,2.394201607E-2
1.218136526E1,-1.292868853E-1,9.857526779E0,-9.576806799E-3
1.218337380E1,-1.268926859E-1,9.859921455E0,-4.788403213E-2
1.218538234E1,-9.576806426E-2,9.859921455E0,-8.858546615E-2
1.218739088E1,-7.422025502E-2,9.879075050E0,-1.221042871E-1
1.218939942E1,-3.830722719E-2,9.831191063E0,-2.633621991E-1
1.219140797E1,6.703764945E-2,9.914987564E0,2.394201607E-2
1.219341651E1,4.070143029E-2,9.924564362E0,-2.154781520E-1
1.219542505E1,6.464344263E-2,9.895833969E0,-8.140286058E-2
1.219743359E1,6.224924326E-2,9.953294754E0,-2.106897533E-1
1.219944213E1,7.182604820E-2,9.910199165E0,-2.322375625E-1
1.220145067E1,1.197100803E-2,9.900622368E0,-2.489969730E-1
1.220345922E1,-1.675941236E-2,9.886257172E0,-2.852092683E-1
1.220546776E1,-1.197100803E-2,9.888651848E0,-2.753331959E-1
1.220747635E1,-5.027823523E-2,9.883863449E0,-3.211222887E-1
1.220948495E1,-5.506663769E-2,9.869498253E0,-2.828150690E-1
1.221149354E1,-9.576806426E-2,9.867103577E0,-2.442085743E-1
1.221350213E1,-1.268926859E-1,9.838373184E0,-2.250549644E-1
1.221551073E1,-1.675941199E-1,9.833584785E0,-2.322375625E-1
1.221751932E1,-1.963245422E-1,9.838373184E0,-2.442085743E-1
1.221952791E1,-2.130839527E-1,9.831191063E0,-2.082955539E-1
1.222153651E1,-2.178723514E-1,9.811738014E0,-2.011129409E-1
1.222354510E1,-2.466027737E-1,9.816526413E0,-2.106897533E-1
1.222555370E1,-2.466027737E-1,9.806949615E0,-1.963245422E-1
1.222756229E1,-2.681505978E-1,9.804554939E0,-2.226607651E-1
1.222957088E1,-2.466027737E-1,9.816526413E0,-1.987187415E-1
1.223157948E1,-2.274491638E-1,9.828796387E0,-1.388636976E-1
1.223358807E1,-2.394201756E-1,9.804554939E0,-1.508347094E-1
1.223559666E1,-2.753331959E-1,9.787796021E0,-1.580173075E-1
1.223760526E1,-3.474585116E-1,9.773430824E0,-1.077390760E-1
1.223961385E1,-3.618237376E-1,9.778219223E0,-6.224924326E-2
1.224162244E1,-3.785831332E-1,9.763854027E0,-2.394201700E-3
1.224363104E1,-4.144961834E-1,9.744700432E0,2.394201607E-2
1.224563963E1,-4.216787815E-1,9.742305756E0,3.351882473E-2
1.224764823E1,-4.312555790E-1,9.730335236E0,2.394201607E-2
1.224965682E1,-4.575918019E-1,9.737517357E0,-4.788403213E-2
1.225166541E1,-4.384381771E-1,9.739912033E0,-6.943184882E-2
1.225367401E1,-4.121019542E-1,9.737517357E0,-1.029506698E-1
1.225568260E1,-3.690063357E-1,9.768642426E0,-9.816227108E-2
1.225769120E1,-2.947860956E-1,9.787796021E0,-9.576806426E-2
1.225969979E1,-2.322375625E-1,9.790189743E0,-9.097966552E-2
1.226170838E1,-1.484405100E-1,9.850344658E0,-1.460463107E-1
1.226371698E1,-5.506663769E-2,9.855133057E0,-2.011129409E-1
1.226572557E1,1.197100803E-2,9.917382240E0,-2.657563984E-1
1.226773416E1,1.149216816E-1,9.934141159E0,-3.833715618E-1
1.226974276E1,1.747767180E-1,9.979631424E0,-4.504092038E-1
1.227175135E1,3.067570925E-1,1.002033234E1,-8.529343605E-1
1.227375994E1,2.394201756E-1,9.982025146E0,-6.491279602E-1
1.227576854E1,1.580173075E-1,9.931747437E0,-7.736264467E-1
1.227777713E1,1.053448766E-1,9.941324234E0,-6.467337608E-1
1.227978573E1,8.858546615E-2,9.931747437E0,-5.820902586E-1
1.228179432E1,8.619125932E-2,9.912593842E0,-5.174468160E-1
1.228380291E1,4.070143029E-2,9.912593842E0,-5.030816197E-1
1.228581151E1,7.182605099E-3,9.903017044E0,-5.318120718E-1
1.228782010E1,-9.576806799E-3,9.907805443E0,-5.366004705E-1
1.228982870E1,-3.112462163E-2,9.895833969E0,-5.485714674E-1
1.229183729E1,-5.506663769E-2,9.876680374E0,-5.629366636E-1
1.229384588E1,-4.788403213E-2,9.895833969E0,-5.366004705E-1
1.229585448E1,-4.070143029E-2,9.893440247E0,-4.911106229E-1
1.229786307E1,-3.591302410E-2,9.893440247E0,-4.456208050E-1
1.229987166E1,-3.830722719E-2,9.895833969E0,-4.456208050E-1
1.230188026E1,-7.182605099E-3,9.926959038E0,-4.288613796E-1
1.230388885E1,2.394201700E-3,9.917382240E0,-4.767454267E-1
1.230589745E1,5.985504389E-2,9.910199165E0,-4.551976025E-1
1.230790604E1,8.619125932E-2,9.958083153E0,-4.767454267E-1
1.230991463E1,1.316810995E-1,9.941324234E0,-5.222352743E-1
1.231192323E1,1.795651317E-1,9.965266228E0,-5.940613151E-1
1.231393182E1,2.130839527E-1,9.986813545E0,-5.749076605E-1
1.231594041E1,2.466027737E-1,9.989208221E0,-5.581482649E-1
1.231794901E1,2.633621991E-1,1.002990913E1,-5.006874204E-1
1.231995760E1,3.235165179E-1,9.989208221E0,-4.144961834E-1
1.232196620E1,2.995744944E-1,1.002751541E1,-3.522469103E-1
1.232397479E1,2.971802950E-1,1.000357342E1,-2.801215947E-1
1.232598338E1,2.681505978E-1,1.000596714E1,-2.729389966E-1
1.232799198E1,2.298433632E-1,1.002272701E1,-2.852092683E-1
1.233000057E1,1.867477298E-1,9.996390343E0,-3.163338900E-1
1.233200916E1,1.628057212E-1,9.962871552E0,-3.450643122E-1
1.233401776E1,1.532289088E-1,9.955689430E0,-3.426701128E-1
1.233602635E1,1.460463107E-1,9.962871552E0,-4.073135555E-1
1.233803494E1,1.340752989E-1,9.986813545E0,-4.168903828E-1
1.234004354E1,1.388636976E-1,9.972448349E0,-4.839280248E-1
1.234205213E1,1.771709323E-1,9.972448349E0,-4.575918019E-1
1.234406073E1,1.963245422E-1,1.001315022E1,-5.126584172E-1
1.234606932E1,2.154781520E-1,9.977236748E0,-5.150526166E-1
1.234807791E1,2.513911724E-1,9.960477829E0,-5.413888693E-1
1.235008651E1,2.705447972E-1,1.002751541E1,-5.581482649E-1
1.235209510E1,3.067570925E-1,1.004906273E1,-5.916671157E-1
1.235410364E1,3.426701128E-1,1.002751541E1,-6.467337608E-1
1.235611218E1,3.809773326E-1,1.007061100E1,-6.587047577E-1
1.235812073E1,4.121019542E-1,1.006582260E1,-7.137714028E-1
1.236012927E1,4.192845821E-1,1.005624580E1,-7.448959947E-1
1.236213781E1,3.785831332E-1,1.007300472E1,-8.167220354E-1
1.236414635E1,3.785831332E-1,1.004666901E1,-7.951742411E-1
1.236615489E1,3.714005351E-1,1.005624580E1,-7.568669915E-1
1.236816343E1,3.426701128E-1,1.005145741E1,-7.472901940E-1
1.237017198E1,3.163338900E-1,1.002990913E1,-6.754641533E-1
1.237218052E1,2.801215947E-1,1.002990913E1,-6.084265113E-1
1.237418906E1,2.298433632E-1,1.003230381E1,-5.749076605E-1
1.237619760E1,1.747767180E-1,1.001315022E1,-5.605424643E-1
1.237820614E1,1.532289088E-1,1.001075554E1,-4.935048223E-1
1.238021468E1,8.619125932E-2,9.996390343E0,-5.054758191E-1
1.238222323E1,6.224924326E-2,9.955689430E0,-4.743511975E-1
1.238423177E1,4.788403213E-2,9.962871552E0,-4.360439777E-1
1.238624031E1,1.675941236E-2,9.986813545E0,-3.570353389E-1
1.238824536E1,-2.154781483E-2,1.002751541E1,-3.785831332E-1
1.239025041E1,-6.943184882E-2,9.974843025E0,-3.450643122E-1
1.239225588E1,-1.197100878E-1,9.948506355E0,-3.354875147E-1
1.239426218E1,-1.149216816E-1,9.919775963E0,-3.402759135E-1
1.239626864E1,-1.628057212E-1,9.936535835E0,-3.163338900E-1
1.239827510E1,-1.604115069E-1,9.936535835E0,-3.187280893E-1
1.240028229E1,-1.699883193E-1,9.948506355E0,-3.043628931E-1
1.240229026E1,-1.580173075E-1,9.998785019E0,-3.043628931E-1
1.240430172E1,-1.197100878E-1,1.001554394E1,-3.067570925E-1
1.240631370E1,-7.900865376E-2,1.006582260E1,-3.067570925E-1
1.240832604E1,-9.097966552E-2,1.007300472E1,-3.546411395E-1
1.241033859E1,-2.633621916E-2,1.006821632E1,-3.618237376E-1
1.241235114E1,-9.576806799E-3,1.005385113E1,-3.115454912E-1
1.241436093E1,1.197100803E-2,1.000357342E1,-3.378817141E-1
1.241636953E1,4.548983276E-2,9.984419823E0,-2.923918962E-1
1.241837812E1,8.379705995E-2,9.972448349E0,-2.418143749E-1
1.242038666E1,1.340752989E-1,9.982025146E0,-1.891419291E-1
1.242239520E1,1.292868853E-1,1.000596714E1,-1.915361285E-1
1.242440375E1,1.556231081E-1,9.993996620E0,-1.699883193E-1
1.242641229E1,1.532289088E-1,1.000117874E1,-2.059013397E-1
1.242842083E1,1.412578970E-1,1.000596714E1,-2.250549644E-1
1.243042937E1,1.364694983E-1,1.001554394E1,-2.852092683E-1
1.243243791E1,9.576806426E-2,1.000117874E1,-2.995744944E-1
1.243444646E1,1.005564705E-1,1.002512074E1,-2.995744944E-1
1.243645500E1,5.027823523E-2,1.006582260E1,-3.115454912E-1
1.243846354E1,7.422025502E-2,1.008018780E1,-3.522469103E-1
1.244047208E1,6.464344263E-2,1.011370659E1,-2.995744944E-1
1.244248062E1,1.364694983E-1,1.014004230E1,-3.737947345E-1
1.244448916E1,8.379705995E-2,1.014722538E1,-3.283049166E-1
1.244649770E1,1.149216816E-1,1.011131191E1,-2.923918962E-1
1.244850625E1,1.221042871E-1,1.012088871E1,-2.609679997E-1
1.245051479E1,1.029506698E-1,1.012807178E1,-2.828150690E-1
1.245252333E1,1.556231081E-1,1.011849499E1,-2.705447972E-1
1.245453187E1,1.340752989E-1,1.014961910E1,-3.690063357E-1
1.245654041E1,1.628057212E-1,1.014243698E1,-4.288613796E-1
1.245854896E1,2.035071403E-1,1.018313885E1,-4.551976025E-1
1.246055750E1,1.939303428E-1,1.025257015E1,-5.006874204E-1
1.246256604E1,2.178723514E-1,1.030763721E1,-4.456208050E-1
1.246457458E1,2.729389966E-1,1.029806042E1,-5.581482649E-1
1.246658312E1,2.059013397E-1,1.031960773E1,-5.054758191E-1
1.246859166E1,2.633621991E-1,1.037706852E1,-3.402759135E-1
1.247060020E1,2.226607651E-1,1.041088676E1,-4.384381771E-1
1.247260875E1,1.221042871E-1,1.038664532E1,-5.078700185E-1
1.247461729E1,9.337386489E-2,1.036030960E1,-3.737947345E-1
1.247662583E1,5.985504389E-2,1.037946320E1,-3.498527110E-1
1.247863437E1,-1.197100803E-2,1.033157921E1,-3.187280893E-1
1.248064291E1,-1.077390760E-1,1.031960773E1,-3.283049166E-1
1.248265146E1,-1.580173075E-1,1.025257015E1,-3.426701128E-1
1.248466000E1,-1.867477298E-1,1.025735855E1,-3.666121364E-1
1.248666854E1,-1.747767180E-1,1.031003094E1,-2.609679997E-1
1.248867708E1,-2.011129409E-1,1.035073280E1,-2.322375625E-1
1.249068562E1,-1.939303428E-1,1.029566574E1,-3.857657611E-1
1.249269416E1,-2.298433632E-1,1.028848362E1,-1.963245422E-1
1.249470276E1,-1.747767180E-1,1.032679081E1,-2.513911724E-1
1.249671135E1,-2.370259613E-1,1.029566574E1,-2.971802950E-1
1.249871995E1,-2.418143749E-1,1.029327202E1,-2.633621991E-1
1.250072854E1,-1.987187415E-1,1.032439613E1,-3.354875147E-1
1.250273713E1,-2.274491638E-1,1.032918453E1,-4.551976025E-1
1.250474573E1,-2.370259613E-1,1.031003094E1,-4.456208050E-1
1.250675432E1,-1.388636976E-1,1.029566574E1,-5.270236731E-1
1.250876291E1,-1.077390760E-1,1.029566574E1,-4.456208050E-1
1.251077151E1,-1.915361285E-1,1.031481934E1,-6.515221596E-1
1.251278010E1,-7.422025502E-2,1.026693535E1,-4.935048223E-1
1.251478870E1,-9.097966552E-2,1.024778175E1,-5.222352743E-1
1.251679729E1,-5.746084079E-2,1.025735855E1,-3.690063357E-1
1.251880588E1,-1.149216816E-1,1.020229244E1,-4.312555790E-1
1.252081448E1,-2.011129409E-1,1.017116737E1,-5.892729163E-1
1.252282307E1,-3.067570925E-1,1.007061100E1,-5.557540655E-1
1.252483166E1,-4.288613796E-1,9.972448349E0,-4.743511975E-1
1.252684026E1,-5.868787169E-1,9.886257172E0,-5.677250624E-1
1.252884885E1,-6.850409508E-1,9.831191063E0,-5.796960592E-1
1.253085744E1,-8.457517624E-1,9.744700432E0,-6.347627044E-1
1.253286604E1,-8.984242082E-1,9.675268173E0,-6.180033088E-1
1.253487463E1,-9.056068063E-1,9.574711800E0,-4.839280248E-1
1.253688323E1,-1.049258947E0,9.584288597E0,-6.036381125E-1
1.253889182E1,-1.080383539E0,9.526827812E0,-6.203975081E-1
1.254090041E1,-1.101931334E0,9.478943825E0,-5.150526166E-1
1.254290901E1,-1.185728431E0,9.459790230E0,-5.437830687E-1
1.254491760E1,-1.247977614E0,9.471760750E0,-5.940613151E-1
1.254692620E1,-1.305438519E0,9.440636635E0,-4.408323765E-1
1.254893479E1,-1.394023895E0,9.392752647E0,-6.419453025E-1
1.255094338E1,-1.480514526E0,9.335291862E0,-7.018003464E-1
1.255295198E1,-1.564311504E0,9.332897186E0,-4.887164235E-1
1.255496057E1,-1.621772408E0,9.340080261E0,-7.353191972E-1
1.255696916E1,-1.703175187E0,9.359233856E0,-6.491279602E-1
1.255897776E1,-1.698386788E0,9.364022255E0,-5.844845176E-1
1.256098635E1,-1.758241892E0,9.366415977E0,-7.951742411E-1
1.256299495E1,-1.798943281E0,9.399934769E0,-6.132149100E-1
1.256500354E1,-1.820491076E0,9.373599052E0,-6.012439132E-1
1.256701213E1,-1.856404185E0,9.359233856E0,-6.299743056E-1
1.256902073E1,-1.865980983E0,9.364022255E0,-5.533598661E-1
1.257102932E1,-1.923441768E0,9.395146370E0,-4.408323765E-1
1.257303791E1,-1.947383761E0,9.366415977E0,-4.121019542E-1
1.257504651E1,-1.971625090E0,9.328108788E0,-1.915361285E-1
1.257705510E1,-2.062604666E0,9.289801598E0,3.591302410E-2
1.257906370E1,-2.232593060E0,9.246406555E0,1.388636976E-1
1.258107229E1,-2.376245260E0,9.255983353E0,3.112462163E-2
1.258308088E1,-2.428917646E0,9.244012833E0,8.140286058E-2
1.258508948E1,-2.524685621E0,9.176975250E0,1.556231081E-1
1.258709807E1,-2.587234259E0,9.198522568E0,2.250549644E-1
1.258910666E1,-2.599205256E0,9.150638580E0,1.340752989E-1
1.259111526E1,-2.685396433E0,9.172186852E0,1.053448766E-1
1.259312385E1,-2.730886221E0,9.222464561E0,2.442085743E-1
1.259513244E1,-2.759616852E0,9.200917244E0,2.828150690E-1
1.259714104E1,-2.750039816E0,9.248801231E0,-4.788403213E-2
1.259914963E1,-2.730886221E0,9.234436035E0,7.661445439E-2
1.260115823E1,-2.718915224E0,9.255983353E0,1.005564705E-1
1.260316682E1,-2.733280420E0,9.236829758E0,1.197100878E-1
1.260517541E1,-2.776376247E0,9.232041359E0,1.173158810E-1
