"Time (s),""Acceleration x (m/s^2)"",""Acceleration y (m/s^2)"",""Acceleration z (m/s^2)"""
2.670756716E0,1.484405100E-1,1.029506698E-1,9.958083153E0
2.672765309E0,1.508347094E-1,9.337386489E-2,9.972448349E0
2.674773903E0,1.532289088E-1,9.576806426E-2,9.946112633E0
2.676782497E0,1.556231081E-1,9.816227108E-2,9.960477829E0
2.678791091E0,1.604115069E-1,8.858546615E-2,9.970054626E0
2.680799684E0,1.651999205E-1,1.029506698E-1,9.970054626E0
2.682808278E0,1.628057212E-1,9.816227108E-2,9.974843025E0
2.684816872E0,1.436520964E-1,9.337386489E-2,9.960477829E0
2.686825466E0,1.484405100E-1,1.005564705E-1,9.926959038E0
2.688834059E0,1.556231081E-1,1.125274822E-1,9.943717957E0
2.690842653E0,1.651999205E-1,1.005564705E-1,9.938929558E0
2.692851247E0,1.628057212E-1,8.858546615E-2,9.962871552E0
2.694859841E0,1.604115069E-1,9.576806426E-2,9.989208221E0
2.696868434E0,1.556231081E-1,8.619125932E-2,9.958083153E0
2.698877028E0,1.651999205E-1,9.337386489E-2,9.958083153E0
2.700885622E0,1.532289088E-1,9.816227108E-2,9.960477829E0
2.702894216E0,1.556231081E-1,9.576806426E-2,9.950901031E0
2.704902809E0,1.532289088E-1,1.005564705E-1,9.984419823E0
2.706911403E0,1.508347094E-1,1.005564705E-1,9.958083153E0
2.708919997E0,1.364694983E-1,1.125274822E-1,9.941324234E0
2.710928591E0,1.484405100E-1,1.053448766E-1,9.950901031E0
2.712937184E0,1.556231081E-1,1.029506698E-1,9.929352760E0
2.714945778E0,1.628057212E-1,1.077390760E-1,9.946112633E0
2.716954372E0,1.532289088E-1,9.816227108E-2,9.958083153E0
2.718962966E0,1.460463107E-1,1.173158810E-1,9.931747437E0
2.720971559E0,1.508347094E-1,1.029506698E-1,9.929352760E0
2.722980153E0,1.460463107E-1,1.149216816E-1,9.903017044E0
2.724988747E0,1.508347094E-1,9.816227108E-2,9.914987564E0
2.726997341E0,1.364694983E-1,1.005564705E-1,9.948506355E0
2.729005934E0,1.723825186E-1,1.244984865E-1,9.965266228E0
2.731014528E0,1.580173075E-1,1.053448766E-1,9.979631424E0
2.733023122E0,1.604115069E-1,9.337386489E-2,9.977236748E0
2.735031716E0,1.628057212E-1,1.053448766E-1,9.931747437E0
2.737040309E0,1.628057212E-1,1.029506698E-1,9.953294754E0
2.739048903E0,1.604115069E-1,9.337386489E-2,9.943717957E0
2.741057497E0,1.651999205E-1,1.053448766E-1,9.958083153E0
2.743066038E0,1.508347094E-1,9.816227108E-2,9.970054626E0
2.745074580E0,1.484405100E-1,1.053448766E-1,9.962871552E0
2.747083122E0,1.556231081E-1,1.053448766E-1,9.965266228E0
2.749091663E0,1.604115069E-1,1.029506698E-1,9.962871552E0
2.751100205E0,1.651999205E-1,1.077390760E-1,9.970054626E0
2.753108747E0,1.651999205E-1,1.029506698E-1,9.986813545E0
2.755117288E0,1.771709323E-1,9.576806426E-2,1.001315022E1
2.757125830E0,1.723825186E-1,1.029506698E-1,1.002272701E1
2.759134372E0,1.628057212E-1,7.900865376E-2,1.000117874E1
2.761142913E0,1.771709323E-1,7.900865376E-2,1.004427433E1
2.763151455E0,1.747767180E-1,1.077390760E-1,1.002272701E1
2.765159997E0,1.651999205E-1,9.576806426E-2,1.004427433E1
2.767168538E0,1.747767180E-1,1.053448766E-1,1.001315022E1
2.769177080E0,1.460463107E-1,8.619125932E-2,9.965266228E0
2.771185622E0,1.580173075E-1,1.149216816E-1,9.934141159E0
2.773194163E0,1.364694983E-1,9.337386489E-2,9.891045570E0
2.775202705E0,1.268926859E-1,9.097966552E-2,9.838373184E0
2.777211247E0,1.604115069E-1,1.029506698E-1,9.876680374E0
2.779219788E0,1.508347094E-1,1.053448766E-1,9.893440247E0
2.781228330E0,1.340752989E-1,1.005564705E-1,9.891045570E0
2.783236872E0,1.508347094E-1,1.053448766E-1,9.903017044E0
2.785245413E0,1.628057212E-1,1.005564705E-1,9.934141159E0
2.787253955E0,1.484405100E-1,8.858546615E-2,9.934141159E0
2.789262497E0,1.699883193E-1,9.816227108E-2,9.967659950E0
2.791271038E0,1.651999205E-1,8.858546615E-2,9.965266228E0
2.793279580E0,1.436520964E-1,9.097966552E-2,9.970054626E0
2.795288122E0,1.556231081E-1,9.337386489E-2,9.960477829E0
2.797296663E0,1.532289088E-1,1.053448766E-1,9.948506355E0
2.799305205E0,1.580173075E-1,9.337386489E-2,9.970054626E0
2.801313747E0,1.651999205E-1,1.029506698E-1,9.965266228E0
2.803322288E0,1.604115069E-1,1.005564705E-1,9.962871552E0
2.805330830E0,1.556231081E-1,1.029506698E-1,9.965266228E0
2.807339372E0,1.532289088E-1,1.053448766E-1,9.948506355E0
2.809347913E0,1.556231081E-1,9.816227108E-2,9.948506355E0
2.811356455E0,1.508347094E-1,9.576806426E-2,9.955689430E0
2.813364997E0,1.628057212E-1,8.379705995E-2,9.982025146E0
2.815373591E0,1.628057212E-1,1.005564705E-1,9.967659950E0
2.817382184E0,1.604115069E-1,1.053448766E-1,9.958083153E0
2.819390778E0,1.556231081E-1,9.576806426E-2,9.941324234E0
2.821399372E0,1.604115069E-1,9.097966552E-2,9.946112633E0
2.823407966E0,1.604115069E-1,1.005564705E-1,9.946112633E0
2.825416559E0,1.651999205E-1,1.053448766E-1,9.955689430E0
2.827425153E0,1.651999205E-1,1.053448766E-1,9.970054626E0
2.829433747E0,1.556231081E-1,1.173158810E-1,9.960477829E0
2.831442341E0,1.484405100E-1,1.005564705E-1,9.941324234E0
2.833450934E0,1.412578970E-1,1.125274822E-1,9.943717957E0
2.835459528E0,1.628057212E-1,1.053448766E-1,9.950901031E0
2.837468122E0,1.508347094E-1,8.619125932E-2,9.972448349E0
2.839476716E0,1.532289088E-1,8.379705995E-2,9.982025146E0
2.841485309E0,1.580173075E-1,1.077390760E-1,9.984419823E0
2.843493903E0,1.532289088E-1,9.337386489E-2,9.967659950E0
2.845502497E0,1.580173075E-1,8.858546615E-2,9.967659950E0
2.847511091E0,1.484405100E-1,9.816227108E-2,9.974843025E0
2.849519684E0,1.580173075E-1,1.077390760E-1,9.982025146E0
2.851528278E0,1.580173075E-1,9.576806426E-2,9.993996620E0
2.853536872E0,1.556231081E-1,1.005564705E-1,9.982025146E0
2.855545466E0,1.580173075E-1,1.005564705E-1,9.977236748E0
2.857554059E0,1.484405100E-1,1.101332754E-1,9.960477829E0
2.859562653E0,1.532289088E-1,8.858546615E-2,9.955689430E0
2.861571247E0,1.580173075E-1,1.053448766E-1,9.984419823E0
2.863579841E0,1.723825186E-1,9.816227108E-2,9.984419823E0
2.865588434E0,1.580173075E-1,1.077390760E-1,9.979631424E0
2.867597028E0,1.556231081E-1,1.053448766E-1,9.950901031E0
2.869605622E0,1.556231081E-1,8.858546615E-2,9.950901031E0
2.871614216E0,1.604115069E-1,1.053448766E-1,9.958083153E0
2.873622809E0,1.508347094E-1,1.125274822E-1,9.950901031E0
2.875631403E0,1.628057212E-1,9.816227108E-2,9.970054626E0
2.877639997E0,1.532289088E-1,1.077390760E-1,9.962871552E0
2.879648591E0,1.532289088E-1,1.125274822E-1,9.948506355E0
2.881657184E0,1.556231081E-1,1.197100878E-1,9.938929558E0
2.883665778E0,1.532289088E-1,1.149216816E-1,9.938929558E0
2.885674372E0,1.508347094E-1,1.029506698E-1,9.946112633E0
2.887682966E0,1.460463107E-1,1.077390760E-1,9.960477829E0
2.889691559E0,1.484405100E-1,1.077390760E-1,9.943717957E0
2.891700153E0,1.556231081E-1,1.029506698E-1,9.926959038E0
2.893708747E0,1.412578970E-1,1.101332754E-1,9.924564362E0
2.895717341E0,1.508347094E-1,1.149216816E-1,9.917382240E0
2.897725934E0,1.675941199E-1,9.576806426E-2,9.922170639E0
2.899734528E0,1.532289088E-1,9.816227108E-2,9.941324234E0
2.901743122E0,1.556231081E-1,9.576806426E-2,9.929352760E0
2.903751716E0,1.508347094E-1,1.077390760E-1,9.929352760E0
2.905760309E0,1.508347094E-1,1.077390760E-1,9.943717957E0
2.907768903E0,1.460463107E-1,9.097966552E-2,9.941324234E0
2.909777497E0,1.436520964E-1,1.197100878E-1,9.972448349E0
2.911786091E0,1.651999205E-1,1.125274822E-1,9.970054626E0
2.913794684E0,1.556231081E-1,1.005564705E-1,9.979631424E0
2.915803278E0,1.436520964E-1,1.101332754E-1,9.924564362E0
2.917811872E0,1.484405100E-1,1.101332754E-1,9.891045570E0
2.919820466E0,1.388636976E-1,9.576806426E-2,9.910199165E0
2.921829059E0,1.316810995E-1,1.053448766E-1,9.955689430E0
2.923837653E0,1.604115069E-1,9.816227108E-2,9.970054626E0
2.925846247E0,1.556231081E-1,9.097966552E-2,9.979631424E0
2.927854841E0,1.604115069E-1,1.029506698E-1,9.931747437E0
2.929863434E0,1.436520964E-1,1.125274822E-1,9.950901031E0
2.931872028E0,1.532289088E-1,1.077390760E-1,9.962871552E0
2.933880622E0,1.604115069E-1,8.379705995E-2,1.004427433E1
2.935889216E0,1.675941199E-1,1.053448766E-1,1.012328339E1
2.937897809E0,1.867477298E-1,9.576806426E-2,1.013286018E1
2.939906403E0,1.867477298E-1,9.576806426E-2,1.009455299E1
2.941914997E0,1.436520964E-1,8.619125932E-2,1.003230381E1
2.943923591E0,1.628057212E-1,1.053448766E-1,9.960477829E0
2.945932184E0,1.460463107E-1,1.149216816E-1,9.950901031E0
2.947940778E0,1.340752989E-1,9.576806426E-2,9.912593842E0
2.949949372E0,1.388636976E-1,1.053448766E-1,9.881468773E0
2.951957966E0,1.388636976E-1,1.005564705E-1,9.855133057E0
2.953966559E0,1.197100878E-1,1.101332754E-1,9.840767860E0
2.955975153E0,1.412578970E-1,1.029506698E-1,9.850344658E0
2.957983747E0,1.364694983E-1,1.029506698E-1,9.886257172E0
2.959992341E0,1.460463107E-1,1.053448766E-1,9.917382240E0
2.962000934E0,1.532289088E-1,9.576806426E-2,9.922170639E0
2.964009528E0,1.388636976E-1,9.576806426E-2,9.938929558E0
2.966018122E0,1.316810995E-1,1.077390760E-1,9.934141159E0
2.968026663E0,1.316810995E-1,1.029506698E-1,9.958083153E0
2.970035205E0,1.580173075E-1,1.029506698E-1,9.982025146E0
2.972043747E0,1.460463107E-1,9.576806426E-2,1.000596714E1
2.974052288E0,1.460463107E-1,9.816227108E-2,1.000596714E1
2.976060830E0,1.388636976E-1,9.337386489E-2,9.991601944E0
2.978069372E0,1.508347094E-1,9.816227108E-2,9.965266228E0
2.980077913E0,1.436520964E-1,8.858546615E-2,9.962871552E0
2.982086455E0,1.388636976E-1,9.816227108E-2,9.941324234E0
2.984094997E0,1.460463107E-1,1.005564705E-1,9.962871552E0
2.986103538E0,1.436520964E-1,9.816227108E-2,9.953294754E0
2.988112080E0,1.460463107E-1,1.077390760E-1,9.946112633E0
2.990120622E0,1.388636976E-1,8.619125932E-2,9.924564362E0
2.992129163E0,1.460463107E-1,9.337386489E-2,9.917382240E0
2.994137705E0,1.412578970E-1,9.576806426E-2,9.943717957E0
2.996146247E0,1.460463107E-1,9.576806426E-2,9.953294754E0
2.998154788E0,1.532289088E-1,9.337386489E-2,9.946112633E0
3.000163330E0,1.340752989E-1,1.077390760E-1,9.953294754E0
3.002171872E0,1.292868853E-1,1.125274822E-1,9.960477829E0
3.004180413E0,1.388636976E-1,9.816227108E-2,9.931747437E0
3.006188955E0,1.364694983E-1,1.053448766E-1,9.946112633E0
3.008197497E0,1.412578970E-1,1.077390760E-1,9.960477829E0
3.010206038E0,1.340752989E-1,9.337386489E-2,9.970054626E0
3.012214580E0,1.340752989E-1,1.053448766E-1,9.972448349E0
3.014223122E0,1.412578970E-1,9.816227108E-2,9.950901031E0
3.016231663E0,1.340752989E-1,1.029506698E-1,9.926959038E0
3.018240205E0,1.364694983E-1,1.197100878E-1,9.934141159E0
3.020248747E0,1.292868853E-1,1.005564705E-1,9.967659950E0
3.022257288E0,1.316810995E-1,1.053448766E-1,9.962871552E0
3.024265830E0,1.388636976E-1,1.005564705E-1,9.960477829E0
3.026274372E0,1.436520964E-1,1.053448766E-1,9.926959038E0
3.028282913E0,1.388636976E-1,1.053448766E-1,9.934141159E0
3.030291455E0,1.460463107E-1,1.125274822E-1,9.941324234E0
3.032299997E0,1.532289088E-1,1.101332754E-1,9.970054626E0
3.034308538E0,1.628057212E-1,1.077390760E-1,9.974843025E0
3.036317080E0,1.484405100E-1,1.173158810E-1,9.962871552E0
3.038325622E0,1.604115069E-1,1.292868853E-1,9.941324234E0
3.040334216E0,1.508347094E-1,1.244984865E-1,9.948506355E0
3.042342809E0,1.604115069E-1,9.576806426E-2,9.948506355E0
3.044351403E0,1.484405100E-1,1.101332754E-1,9.965266228E0
3.046359997E0,1.675941199E-1,1.029506698E-1,9.979631424E0
3.048368591E0,1.412578970E-1,1.053448766E-1,9.960477829E0
3.050377184E0,1.628057212E-1,9.576806426E-2,9.950901031E0
3.052385778E0,1.604115069E-1,1.101332754E-1,9.946112633E0
3.054394372E0,1.388636976E-1,1.173158810E-1,9.950901031E0
3.056402966E0,1.556231081E-1,1.125274822E-1,9.989208221E0
3.058411559E0,1.460463107E-1,1.244984865E-1,1.000117874E1
3.060420153E0,1.675941199E-1,1.053448766E-1,9.989208221E0
3.062428747E0,1.628057212E-1,1.029506698E-1,9.960477829E0
3.064437341E0,1.580173075E-1,1.005564705E-1,9.948506355E0
3.066445934E0,1.604115069E-1,1.029506698E-1,9.974843025E0
3.068454528E0,1.460463107E-1,1.053448766E-1,9.984419823E0
3.070463122E0,1.651999205E-1,1.173158810E-1,9.982025146E0
3.072471716E0,1.651999205E-1,1.029506698E-1,9.972448349E0
3.074480309E0,1.364694983E-1,1.053448766E-1,9.941324234E0
3.076488903E0,1.484405100E-1,9.576806426E-2,9.931747437E0
3.078497497E0,1.460463107E-1,1.077390760E-1,9.929352760E0
3.080506091E0,1.460463107E-1,1.101332754E-1,9.982025146E0
3.082514684E0,1.460463107E-1,1.125274822E-1,9.982025146E0
3.084523278E0,1.484405100E-1,1.053448766E-1,9.958083153E0
3.086531872E0,1.628057212E-1,9.097966552E-2,9.955689430E0
3.088540466E0,1.628057212E-1,9.337386489E-2,9.931747437E0
3.090549059E0,1.532289088E-1,1.053448766E-1,9.948506355E0
3.092557653E0,1.556231081E-1,9.816227108E-2,9.967659950E0
3.094566247E0,1.604115069E-1,1.053448766E-1,9.977236748E0
3.096574841E0,1.580173075E-1,1.077390760E-1,9.960477829E0
3.098583434E0,1.508347094E-1,1.173158810E-1,9.946112633E0
3.100592028E0,1.556231081E-1,1.005564705E-1,9.926959038E0
3.102600622E0,1.460463107E-1,1.197100878E-1,9.946112633E0
3.104609216E0,1.604115069E-1,1.125274822E-1,9.953294754E0
3.106617809E0,1.460463107E-1,1.053448766E-1,9.972448349E0
3.108626403E0,1.460463107E-1,1.005564705E-1,9.950901031E0
3.110634997E0,1.412578970E-1,1.005564705E-1,9.950901031E0
3.112643591E0,1.460463107E-1,1.053448766E-1,9.936535835E0
3.114652184E0,1.316810995E-1,1.125274822E-1,9.941324234E0
3.116660778E0,1.532289088E-1,9.816227108E-2,9.943717957E0
3.118669372E0,1.436520964E-1,9.576806426E-2,9.967659950E0
3.120677966E0,1.484405100E-1,1.101332754E-1,9.970054626E0
3.122686559E0,1.532289088E-1,1.053448766E-1,9.962871552E0
3.124695153E0,1.484405100E-1,1.053448766E-1,9.950901031E0
3.126703747E0,1.388636976E-1,9.576806426E-2,9.950901031E0
3.128712341E0,1.268926859E-1,1.029506698E-1,9.931747437E0
3.130720934E0,1.292868853E-1,1.077390760E-1,9.910199165E0
3.132729528E0,1.316810995E-1,9.576806426E-2,9.914987564E0
3.134738122E0,1.292868853E-1,9.337386489E-2,9.891045570E0
3.136746716E0,1.436520964E-1,1.053448766E-1,9.883863449E0
3.138755309E0,1.364694983E-1,1.101332754E-1,9.926959038E0
3.140763903E0,1.460463107E-1,9.816227108E-2,9.943717957E0
3.142772497E0,1.388636976E-1,1.005564705E-1,9.922170639E0
3.144781091E0,1.556231081E-1,1.029506698E-1,9.907805443E0
3.146789684E0,1.412578970E-1,1.005564705E-1,9.919775963E0
3.148798278E0,1.412578970E-1,1.077390760E-1,9.910199165E0
3.150806872E0,1.316810995E-1,9.337386489E-2,9.938929558E0
3.152815466E0,1.604115069E-1,1.101332754E-1,9.962871552E0
3.154824059E0,1.580173075E-1,1.005564705E-1,9.977236748E0
3.156832653E0,1.460463107E-1,7.900865376E-2,9.982025146E0
3.158841247E0,1.460463107E-1,1.029506698E-1,9.974843025E0
3.160849841E0,1.388636976E-1,8.858546615E-2,9.986813545E0
3.162858434E0,1.484405100E-1,1.053448766E-1,9.984419823E0
3.164867028E0,1.412578970E-1,9.337386489E-2,9.960477829E0
3.166875622E0,1.388636976E-1,8.619125932E-2,9.960477829E0
3.168884216E0,1.460463107E-1,1.077390760E-1,9.974843025E0
3.170892809E0,1.340752989E-1,9.816227108E-2,9.943717957E0
3.172901403E0,1.628057212E-1,9.576806426E-2,9.926959038E0
3.174909997E0,1.508347094E-1,8.140286058E-2,9.979631424E0
3.176918591E0,1.388636976E-1,9.337386489E-2,9.912593842E0
3.178927184E0,1.628057212E-1,1.149216816E-1,9.907805443E0
3.180935778E0,1.484405100E-1,9.816227108E-2,9.972448349E0
3.182944372E0,1.412578970E-1,1.077390760E-1,9.996390343E0
3.184952966E0,1.508347094E-1,1.005564705E-1,9.955689430E0
3.186961559E0,1.460463107E-1,1.005564705E-1,9.962871552E0
3.188970153E0,1.651999205E-1,1.029506698E-1,9.977236748E0
3.190978747E0,1.556231081E-1,1.053448766E-1,9.993996620E0
3.192987288E0,1.508347094E-1,1.005564705E-1,9.953294754E0
3.194995830E0,1.484405100E-1,8.858546615E-2,9.938929558E0
3.197004372E0,1.436520964E-1,1.029506698E-1,9.929352760E0
3.199012913E0,1.556231081E-1,1.125274822E-1,9.905410767E0
3.201021455E0,1.436520964E-1,1.077390760E-1,9.924564362E0
3.203029997E0,1.484405100E-1,9.337386489E-2,9.962871552E0
3.205038538E0,1.628057212E-1,9.816227108E-2,9.953294754E0
3.207047080E0,1.628057212E-1,9.337386489E-2,9.982025146E0
3.209055622E0,1.604115069E-1,8.619125932E-2,9.977236748E0
3.211064163E0,1.436520964E-1,9.097966552E-2,9.934141159E0
3.213072705E0,1.532289088E-1,1.077390760E-1,9.922170639E0
3.215081247E0,1.508347094E-1,1.101332754E-1,9.950901031E0
3.217089788E0,1.436520964E-1,9.816227108E-2,9.991601944E0
3.219098330E0,1.675941199E-1,8.858546615E-2,1.008258152E1
3.221106872E0,1.843535304E-1,9.097966552E-2,1.012807178E1
3.223115413E0,1.604115069E-1,9.337386489E-2,1.004906273E1
3.225123955E0,1.651999205E-1,1.029506698E-1,9.950901031E0
3.227132497E0,1.412578970E-1,1.005564705E-1,9.888651848E0
3.229141038E0,1.292868853E-1,9.337386489E-2,9.862315178E0
3.231149580E0,1.388636976E-1,1.029506698E-1,9.811738014E0
3.233158122E0,1.268926859E-1,8.379705995E-2,9.881468773E0
3.235166663E0,1.436520964E-1,1.029506698E-1,9.867103577E0
3.237175205E0,1.532289088E-1,1.125274822E-1,9.879075050E0
3.239183747E0,1.484405100E-1,9.337386489E-2,9.943717957E0
3.241192288E0,1.580173075E-1,9.816227108E-2,9.989208221E0
3.243200830E0,1.651999205E-1,9.576806426E-2,1.008736992E1
3.245209372E0,1.532289088E-1,9.337386489E-2,1.009694672E1
3.247217913E0,1.723825186E-1,1.101332754E-1,9.931747437E0
3.249226455E0,1.699883193E-1,1.005564705E-1,1.000596714E1
3.251234997E0,1.723825186E-1,9.097966552E-2,1.006342793E1
3.253243538E0,1.675941199E-1,1.029506698E-1,1.001554394E1
3.255252080E0,1.508347094E-1,1.077390760E-1,9.922170639E0
3.257260622E0,1.412578970E-1,1.005564705E-1,9.840767860E0
3.259269163E0,1.053448766E-1,1.077390760E-1,9.850344658E0
3.261277705E0,1.388636976E-1,1.005564705E-1,9.811738014E0
3.263286247E0,1.436520964E-1,1.053448766E-1,9.900622368E0
3.265294841E0,1.340752989E-1,1.005564705E-1,9.986813545E0
3.267303434E0,1.580173075E-1,1.173158810E-1,1.002751541E1
3.269312028E0,1.675941199E-1,1.053448766E-1,1.013046551E1
3.271320622E0,1.795651317E-1,9.576806426E-2,1.019750404E1
3.273329216E0,2.011129409E-1,1.197100878E-1,1.011610031E1
3.275337809E0,1.771709323E-1,1.029506698E-1,1.016398430E1
3.277346403E0,1.604115069E-1,1.005564705E-1,1.008976460E1
3.279354997E0,1.747767180E-1,1.125274822E-1,9.970054626E0
3.281363591E0,1.149216816E-1,1.005564705E-1,9.905410767E0
3.283372184E0,1.556231081E-1,1.244984865E-1,9.761459351E0
3.285380778E0,1.604115069E-1,1.244984865E-1,9.780612946E0
3.287389372E0,1.436520964E-1,8.858546615E-2,9.982025146E0
3.289397966E0,1.029506698E-1,1.029506698E-1,9.929352760E0
3.291406559E0,1.723825186E-1,1.221042871E-1,9.696816444E0
3.293415153E0,1.604115069E-1,1.244984865E-1,9.818920135E0
3.295423747E0,1.651999205E-1,1.053448766E-1,1.004666901E1
3.297432341E0,1.723825186E-1,1.244984865E-1,1.000596714E1
3.299440934E0,1.699883193E-1,9.816227108E-2,9.926959038E0
3.301449528E0,1.628057212E-1,1.029506698E-1,9.965266228E0
3.303458122E0,1.939303428E-1,9.576806426E-2,9.965266228E0
3.305466716E0,1.963245422E-1,1.077390760E-1,1.005863953E1
3.307475309E0,1.843535304E-1,1.101332754E-1,1.016877270E1
3.309483903E0,1.843535304E-1,8.858546615E-2,1.017116737E1
3.311492497E0,1.843535304E-1,1.101332754E-1,1.008018780E1
3.313501091E0,1.532289088E-1,9.816227108E-2,1.000357342E1
3.315509684E0,1.340752989E-1,1.005564705E-1,9.946112633E0
3.317518278E0,1.149216816E-1,9.576806426E-2,9.881468773E0
3.319526872E0,1.268926859E-1,1.101332754E-1,9.811738014E0
3.321535466E0,1.173158810E-1,1.029506698E-1,9.797372818E0
3.323544059E0,1.316810995E-1,1.077390760E-1,9.838373184E0
3.325552653E0,8.379705995E-2,1.053448766E-1,9.929352760E0
3.327561247E0,1.244984865E-1,9.576806426E-2,9.823708534E0
3.329569841E0,1.388636976E-1,1.244984865E-1,9.735123634E0
3.331578434E0,7.900865376E-2,1.005564705E-1,9.780612946E0
3.333587028E0,2.035071403E-1,1.436520964E-1,9.794978142E0
3.335595622E0,1.651999205E-1,9.337386489E-2,1.009215832E1
3.337604216E0,1.221042871E-1,6.464344263E-2,1.021186924E1
3.339612809E0,1.340752989E-1,1.101332754E-1,9.989208221E0
3.341621403E0,2.852092683E-1,1.268926859E-1,1.014243698E1
3.343629997E0,3.546411395E-1,1.244984865E-1,1.077241135E1
3.345638591E0,1.987187415E-1,1.005564705E-1,1.063833618E1
3.347647184E0,7.182604820E-2,8.619125932E-2,1.001315022E1
3.349655778E0,4.548983276E-2,8.379705995E-2,9.589076996E0
3.351664372E0,5.746084079E-2,1.101332754E-1,9.548376083E0
3.353672966E0,-1.436521020E-2,9.816227108E-2,9.550769806E0
3.355681559E0,5.267243832E-2,1.125274822E-1,9.476549149E0
3.357690153E0,5.267243832E-2,1.508347094E-1,9.486125946E0
3.359698747E0,6.703764945E-2,1.292868853E-1,9.526827812E0
3.361707341E0,1.197100878E-1,1.436520964E-1,9.675268173E0
3.363715934E0,1.029506698E-1,1.197100878E-1,9.876680374E0
3.365724528E0,6.703764945E-2,1.221042871E-1,1.000357342E1
3.367733122E0,1.244984865E-1,1.651999205E-1,9.922170639E0
3.369741716E0,1.005564705E-1,1.484405100E-1,9.974843025E0
3.371750309E0,3.330933154E-1,1.556231081E-1,1.032200241E1
3.373758903E0,5.557540655E-1,4.070143029E-2,1.117493629E1
3.375767497E0,5.267243832E-2,3.351882473E-2,1.072692108E1
3.377776091E0,4.309562966E-2,1.053448766E-1,9.859921455E0
3.379784684E0,-2.873042040E-2,1.029506698E-1,9.483732224E0
3.381793278E0,6.464344263E-2,1.244984865E-1,9.371204376E0
3.383801872E0,6.943184882E-2,7.661445439E-2,9.421483040E0
3.385810466E0,1.149216816E-1,2.154781483E-2,9.581894875E0
3.387819059E0,1.029506698E-1,1.292868853E-1,9.991601944E0
3.389827653E0,2.130839527E-1,1.364694983E-1,1.024778175E1
3.391836247E0,4.049193561E-1,1.675941236E-2,1.049468422E1
3.393844841E0,6.395511031E-1,6.943184882E-2,1.060481739E1
3.395853434E0,-1.915361285E-1,5.985504389E-2,9.648932457E0
3.397862028E0,3.830722719E-2,1.005564705E-1,9.203310966E0
3.399870622E0,1.053448766E-1,1.149216816E-1,9.193734169E0
3.401879216E0,5.267243832E-2,1.101332754E-1,9.577106476E0
3.403887809E0,1.316810995E-1,1.197100878E-1,9.708786964E0
3.405896403E0,6.703764945E-2,9.816227108E-2,9.986813545E0
3.407904997E0,1.053448766E-1,1.316810995E-1,1.003948593E1
3.409913591E0,-2.154781483E-2,2.082955539E-1,1.018313885E1
3.411922184E0,-1.771709323E-1,3.043628931E-1,1.037706852E1
3.413930726E0,-1.149216816E-1,2.202665508E-1,1.049707794E1
3.415939268E0,-3.019686937E-1,2.178723514E-1,1.053059673E1
3.417947809E0,-6.539163589E-1,2.322375625E-1,1.048510742E1
3.419956351E0,-9.678560495E-1,2.537853718E-1,1.047074223E1
3.421964893E0,-1.022922635E0,4.504092038E-1,1.051383781E1
3.423973434E0,-8.047510386E-1,8.071452379E-1,1.055453873E1
3.425981976E0,-7.161656022E-1,9.247604012E-1,1.034594440E1
3.427990518E0,-6.850409508E-1,9.271546006E-1,1.011131191E1
3.429999059E0,-7.089830041E-1,8.215104342E-1,9.617807388E0
3.432007601E0,-7.808090448E-1,6.754641533E-1,9.383175850E0
3.434016143E0,-6.922235489E-1,5.222352743E-1,9.624990463E0
3.436024684E0,-3.115454912E-1,5.078700185E-1,9.972448349E0
3.438033226E0,2.154781483E-2,5.126584172E-1,1.056411552E1
3.440041768E0,5.533598661E-1,5.270236731E-1,1.117254257E1
3.442050309E0,6.970119476E-1,4.312555790E-1,1.157506752E1
3.444059163E0,6.730699539E-1,2.657563984E-1,1.143350983E1
3.446067966E0,5.796960592E-1,1.053448766E-1,1.096424675E1
3.448072757E0,5.078700185E-1,9.576806799E-3,1.042285824E1
3.450077549E0,3.594295382E-1,-2.633621916E-2,9.931747437E0
3.452082757E0,3.785831332E-1,2.394201700E-3,9.603442192E0
3.454088747E0,3.522469103E-1,1.675941236E-2,9.610625267E0
3.456094945E0,4.049193561E-1,1.675941236E-2,9.689633369E0
3.458101143E0,3.067570925E-1,1.675941236E-2,9.785401344E0
3.460108122E0,4.504092038E-1,1.915361360E-2,9.874286652E0
3.462115934E0,5.677250624E-1,5.985504389E-2,9.903017044E0
3.464124580E0,6.323685050E-1,1.149216816E-1,9.998785019E0
3.466134007E0,5.366004705E-1,1.125274822E-1,1.000836182E1
3.468144163E0,5.557540655E-1,1.891419291E-1,1.013046551E1
3.470154945E0,9.534908533E-1,3.498527110E-1,1.041567516E1
3.472166247E0,1.236006618E0,4.767454267E-1,1.050426102E1
3.474177966E0,1.293467522E0,5.533598661E-1,1.046116543E1
3.476189945E0,1.338957310E0,6.227917075E-1,1.031481934E1
3.478202028E0,1.319803715E0,7.233482003E-1,1.016398430E1
3.480213799E0,1.298255920E0,8.167220354E-1,1.002033234E1
3.482222341E0,1.255160213E0,9.103952050E-1,9.946112633E0
3.484230882E0,1.183334231E0,9.702502489E-1,9.895833969E0
3.486239424E0,1.075595140E0,1.003769040E0,9.960477829E0
3.488247966E0,1.166574836E0,9.247604012E-1,1.005624580E1
3.490256507E0,1.271919608E0,7.927800417E-1,1.018792725E1
3.492265049E0,1.264737010E0,8.433575630E-1,1.025496483E1
